experiment_id,scenario_id,composition_id,axes_json,attacker,defender,samples,attacker_wins,draws,attacker_losses,mean_rounds,budget_A,target_budget_A,remainder_A,A_initial_soldier,A_initial_spearman,A_initial_archer,A_initial_knight,budget_B,target_budget_B,remainder_B,B_initial_soldier,B_initial_spearman,B_initial_archer,B_initial_knight,A_raw_dead_soldier,A_raw_wounded_soldier,A_projected_dead_soldier,A_projected_wounded_soldier,A_projected_prisoners_soldier,A_raw_dead_spearman,A_raw_wounded_spearman,A_projected_dead_spearman,A_projected_wounded_spearman,A_projected_prisoners_spearman,A_raw_dead_archer,A_raw_wounded_archer,A_projected_dead_archer,A_projected_wounded_archer,A_projected_prisoners_archer,A_raw_dead_knight,A_raw_wounded_knight,A_projected_dead_knight,A_projected_wounded_knight,A_projected_prisoners_knight,A_bench_economic_loss_rate,B_raw_dead_soldier,B_raw_wounded_soldier,B_projected_dead_soldier,B_projected_wounded_soldier,B_projected_prisoners_soldier,B_raw_dead_spearman,B_raw_wounded_spearman,B_projected_dead_spearman,B_projected_wounded_spearman,B_projected_prisoners_spearman,B_raw_dead_archer,B_raw_wounded_archer,B_projected_dead_archer,B_projected_wounded_archer,B_projected_prisoners_archer,B_raw_dead_knight,B_raw_wounded_knight,B_projected_dead_knight,B_projected_wounded_knight,B_projected_prisoners_knight,B_bench_economic_loss_rate
74318089e7a5ce9b67fc20f0,d5-archer-spearman-large,reference,"{""accuracy"":""0.1"",""spread"":""0.1""}",B,A,2000,2000,0,0,6.965,7000,,0,0,0,100,0,7000,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,48.984,50.8005,2.5005,2.519,0,0,0,0,0,0,0.050195,0,0,0,0,0,0,72.581,0,3.678,0,0,0,0,0,0,0,0,0,0,0,0.03678
7436af84c8dd89c6901de2b0,d5-archer-spearman-small,reference,"{""accuracy"":""0"",""spread"":""0.1""}",A,B,2000,0,0,2000,3.886,350,,0,0,0,5,0,350,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.7215,2.0165,0.1395,0.0965,0,0,0,0,0,0,0.0472,0,0,0,0,0,0,1.161,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0.0118
7436af84c8dd89c6901de2b0,d5-archer-spearman-small,reference,"{""accuracy"":""0"",""spread"":""0.1""}",B,A,2000,2000,0,0,6.8125,350,,0,0,0,5,0,350,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.5805,2.374,0.133,0.112,0,0,0,0,0,0,0.049,0,0,0,0,0,0,1.065,0,0.0525,0,0,0,0,0,0,0,0,0,0,0,0.0105
8a98b4ff64eb184ca863b8a2,d5-archer-spearman-small,reference,"{""accuracy"":""0"",""spread"":""0.3""}",A,B,2000,0,0,2000,3.886,350,,0,0,0,5,0,350,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.721,2.017,0.1395,0.0965,0,0,0,0,0,0,0.0472,0,0,0,0,0,0.0085,3.9905,0.0005,0.2015,0,0,0,0,0,0,0,0,0,0,0,0.0404
8a98b4ff64eb184ca863b8a2,d5-archer-spearman-small,reference,"{""accuracy"":""0"",""spread"":""0.3""}",B,A,2000,1993,0,7,6.812,350,,0,0,0,5,0,350,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.5725,2.382,0.132,0.1125,0,0,0,0,0,0,0.0489,0,0,0,0,0,0.032,4.389,0.001,0.2265,0,0,0,0,0,0,0,0,0,0,0,0.0455
8e7da7202048456ff66f9680,d5-archer-spearman-large,reference,"{""accuracy"":""1""}",A,B,2000,2000,0,0,2,7000,,0,0,0,100,0,7000,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0005,0,4.1625,0,0,0,0,0,0,0.041625,0,0,0,0,0,100,0,4.9885,0,0,0,0,0,0,0,0,0,0,0,0,0.049885
8e7da7202048456ff66f9680,d5-archer-spearman-large,reference,"{""accuracy"":""1""}",B,A,2000,0,0,2000,3,7000,,0,0,0,100,0,7000,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,93.5715,0,4.6415,0,0,0,0,0,0,0.046415,0,0,0,0,0,100,0,4.9885,0,0,0,0,0,0,0,0,0,0,0,0,0.049885
a00e3bf9a66ce666d6d9bae5,d5-archer-spearman-large,reference,[],A,B,2000,0,0,2000,3.9935,7000,,0,0,0,100,0,7000,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,54.36,43.83,2.7925,2.1565,0,0,0,0,0,0,0.04949,0,0,0,0,0,0.234,99.7655,0.0075,5.019,0,0,0,0,0,0,0,0,0,0,0,0.050265
a00e3bf9a66ce666d6d9bae5,d5-archer-spearman-large,reference,[],B,A,2000,331,0,1669,6.9165,7000,,0,0,0,100,0,7000,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,44.1425,55.6,2.2625,2.7695,0,0,0,0,0,0,0.05032,0,0,0,0,0,62.9275,37.0725,3.1375,1.9175,0,0,0,0,0,0,0,0,0,0,0,0.05055
a8291ef9cafdcbda27732c68,d5-archer-spearman-large,reference,"{""accuracy"":""0""}",A,B,2000,0,0,2000,3.9935,7000,,0,0,0,100,0,7000,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,54.3605,43.8295,2.7925,2.156,0,0,0,0,0,0,0.049485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
