case,direction,weather,reference_plan,variant_plan,reference_experiment_id,variant_experiment_id,samples_per_point,budget_A,budget_B,A_initial_soldier,A_initial_spearman,A_initial_archer,A_initial_knight,B_initial_soldier,B_initial_spearman,B_initial_archer,B_initial_knight,reference_A_wins,variant_A_wins,reference_A_win_rate,variant_A_win_rate,delta_A_win_rate,reference_mean_rounds,variant_mean_rounds,delta_mean_rounds,reference_A_raw_dead,variant_A_raw_dead,reference_B_raw_dead,variant_B_raw_dead,reference_A_budget_lost,variant_A_budget_lost,reference_B_budget_lost,variant_B_budget_lost,reference_request_sha256,variant_request_sha256
mono-b12000-archer-knight,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,24330e2350e98778d4491ee1,3228008109404122536598dc,2000,11970,11550,0,0,171,0,0,0,0,21,2,2,0.001,0.001,0,1.003,1.003,0,73.7485,73.7485,0.041,0.041,0.021663742690058,0.021663742690058,0.05102380952381,0.05102380952381,49d4b23c42e173b1bcdc7cd48f22932e3a82504dd30129431f21b83876d94cb2,49d4b23c42e173b1bcdc7cd48f22932e3a82504dd30129431f21b83876d94cb2
mono-b12000-soldier-spearman,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,f822d4aff4a7641ffc78118c,3641e9f196adbe0cca3cc40f,2000,12000,11970,1200,0,0,0,0,171,0,0,0,0,0,0,0,13.038,13.038,0,447.59,447.59,0.0385,0.0385,0.032676666666667,0.032676666666667,0.04977485380117,0.04977485380117,2a1d1503a117713d05836a468b6a0d0d39d7d08702d9ca68ffe56c89d6f08704,2a1d1503a117713d05836a468b6a0d0d39d7d08702d9ca68ffe56c89d6f08704
mono-b12000-soldier-spearman,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,f822d4aff4a7641ffc78118c,3641e9f196adbe0cca3cc40f,2000,12000,11970,1200,0,0,0,0,171,0,0,1009,1009,0.5045,0.5045,0,19.9985,19.9985,0,328.353,328.353,47.3695,47.3695,0.039314166666667,0.039314166666667,0.050271929824561,0.050271929824561,cdd056f355bfd3009ca6798847f425d092b2fa95fee94cbb9f1b9d30918fd936,cdd056f355bfd3009ca6798847f425d092b2fa95fee94cbb9f1b9d30918fd936
mono-b120000-spearman-archer,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,fc99451412d760a76f235ab5,4564e2b3d9db8dc3640fe638,2000,119980,119980,0,1714,0,0,0,0,1714,0,0,0,0,0,0,7,7,0,1117.74,1117.74,790.8055,790.8055,0.050101516919487,0.050101516919487,0.049973745624271,0.049973745624271,54b8eb5652e7a14e2d23dbf5a122ee8f8758e3e126c18b1c2077bfe200269275,54b8eb5652e7a14e2d23dbf5a122ee8f8758e3e126c18b1c2077bfe200269275
mono-b120000-spearman-archer,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,fc99451412d760a76f235ab5,4564e2b3d9db8dc3640fe638,2000,119980,119980,0,1714,0,0,0,0,1714,0,2000,2000,1,1,0,4,4,0,0,0,936.737,936.737,0.05003821470245,0.05003821470245,0.049391773628938,0.049391773628938,078641e562821c4012d1a24d08878af3f97f45aea622350727a2eb5edcbd524c,078641e562821c4012d1a24d08878af3f97f45aea622350727a2eb5edcbd524c
mono-b12000-soldier-soldier,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,fb6f2352b28b313d79cdc77b,460feae33f1b223c744e0745,2000,12000,12000,1200,0,0,0,1200,0,0,0,961,961,0.4805,0.4805,0,20,20,0,159.737,159.737,159.5675,159.5675,0.0394925,0.0394925,0.039681666666667,0.039681666666667,6d407622c60b016795f97c89a6a5574696df9124c61c66dd231ce4e7c7aa2393,6d407622c60b016795f97c89a6a5574696df9124c61c66dd231ce4e7c7aa2393
mono-b12000-soldier-soldier,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,fb6f2352b28b313d79cdc77b,460feae33f1b223c744e0745,2000,12000,12000,1200,0,0,0,1200,0,0,0,1005,1005,0.5025,0.5025,0,20,20,0,159.737,159.737,159.5675,159.5675,0.039685416666667,0.039685416666667,0.039483333333333,0.039483333333333,5b40b5d08240a3cb41ac0662b746bf7848264fd5d59a18b9cccd174e1c8a970f,5b40b5d08240a3cb41ac0662b746bf7848264fd5d59a18b9cccd174e1c8a970f
mono-b120000-soldier-spearman,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,b629227e6f0d4b2bcee036e7,478a99db940e99a1c3740382,2000,120000,119980,12000,0,0,0,0,1714,0,0,0,0,0,0,0,13,13,0,4471.004,4471.004,0.0035,0.0035,0.032694083333333,0.032694083333333,0.049761960326721,0.049761960326721,e1e29aab7102365136b614a54a8aeb0bee449145f3bc465a205963f9f554f006,e1e29aab7102365136b614a54a8aeb0bee449145f3bc465a205963f9f554f006
mono-b120000-soldier-spearman,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,b629227e6f0d4b2bcee036e7,478a99db940e99a1c3740382,2000,120000,119980,12000,0,0,0,0,1714,0,0,795,795,0.3975,0.3975,0,20,20,0,3299.9845,3299.9845,462.703,462.703,0.038560458333333,0.038560458333333,0.050139731621937,0.050139731621937,0c2b4bb54f68750a49827995ac5ca7c41b885ac68f663af9b71cf4658f802372,0c2b4bb54f68750a49827995ac5ca7c41b885ac68f663af9b71cf4658f802372
mono-b12000-archer-archer,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,792e7655a90072d5129119df,479e3f69fb362d06849cddc2,2000,11970,11970,0,0,171,0,0,0,171,0,2000,2000,1,1,0,2.008,2.008,0,0.8695,0.8695,97.458,97.458,0.049804093567251,0.049804093567251,0.050380116959064,0.050380116959064,a5cef95da0740171d974b1b8238a058e26fade3fe8a8f09d6de3182d2fb25476,a5cef95da0740171d974b1b8238a058e26fade3fe8a8f09d6de3182d2fb25476
mono-b12000-archer-archer,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,792e7655a90072d5129119df,479e3f69fb362d06849cddc2,2000,11970,11970,0,0,171,0,0,0,171,0,0,0,0,0,0,2.0075,2.0075,0,97.39,97.39,0.8195,0.8195,0.050093567251462,0.050093567251462,0.050266081871345,0.050266081871345,22588da900fbea8c00b87d769132d035359f1c3deae9b763847a866d744b79ff,22588da900fbea8c00b87d769132d035359f1c3deae9b763847a866d744b79ff
mono-b360000-archer-archer,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,c2e29032f857ef1e13a7572f,50c4537524d7c770abd6983e,2000,359940,359940,0,0,5142,0,0,0,5142,0,2000,2000,1,1,0,2,2,0,0,0,2891.326,2891.326,0.050010987942435,0.050010987942435,0.050044437961883,0.050044437961883,ee9e20890d11662504f7fe1e38034c18b966e01cd6c9e5396948c62e4ef00edc,ee9e20890d11662504f7fe1e38034c18b966e01cd6c9e5396948c62e4ef00edc
mono-b360000-archer-archer,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,c2e29032f857ef1e13a7572f,50c4537524d7c770abd6983e,2000,359940,359940,0,0,5142,0,0,0,5142,0,0,0,0,0,0,2,2,0,2891.325,2891.325,0,0,0.050032866588876,0.050032866588876,0.05005455075846,0.05005455075846,6716753b8e8b76b4a64e3b17a97ed8046605bed1f7d8159437110a4c2a02ffa9,6716753b8e8b76b4a64e3b17a97ed8046605bed1f7d8159437110a4c2a02ffa9
mono-b360000-soldier-spearman,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,2966d929c45d9acc4fbb91a1,51756ac9ff4d1b53d8b65707,2000,360000,359940,36000,0,0,0,0,5142,0,0,0,0,0,0,0,13,13,0,13412.643,13412.643,0,0,0.032674027777778,0.032674027777778,0.049814080124465,0.049814080124465,7021d39476c082c69391aa7d9d107c8598ae66c5b1828c73e129c275542d42fb,7021d39476c082c69391aa7d9d107c8598ae66c5b1828c73e129c275542d42fb
mono-b360000-soldier-spearman,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,2966d929c45d9acc4fbb91a1,51756ac9ff4d1b53d8b65707,2000,360000,359940,36000,0,0,0,0,5142,0,0,671,671,0.3355,0.3355,0,20,20,0,9898.754,9898.754,1386.0605,1386.0605,0.038085333333333,0.038085333333333,0.050128646441074,0.050128646441074,0a6998a19d108d4ea47989fe9c9346eb6b099ed85b399e3702e1d1add2785d07,0a6998a19d108d4ea47989fe9c9346eb6b099ed85b399e3702e1d1add2785d07
mono-b12000-soldier-archer,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,82fe7cea859b89eeeb66053b,6f3d2a4fc75a68d57e54b23a,2000,12000,11970,1200,0,0,0,0,0,171,0,18,18,0.009,0.009,0,8.0845,8.0845,0,459.804,459.804,31.169,31.169,0.039724166666667,0.039724166666667,0.049982456140351,0.049982456140351,00f252d5722657943a4cb0718ce0da7e8a4611896fa35ea5621c1322e14ef866,00f252d5722657943a4cb0718ce0da7e8a4611896fa35ea5621c1322e14ef866
mono-b12000-soldier-archer,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,82fe7cea859b89eeeb66053b,6f3d2a4fc75a68d57e54b23a,2000,12000,11970,1200,0,0,0,0,0,171,0,0,0,0,0,0,5,5,0,522.2335,522.2335,0,0,0.0360275,0.0360275,0.047204678362573,0.047204678362573,9000dde07f557a8d66b3ea4000e55211bbd45f04e3469db5cbc747249d14ba6c,9000dde07f557a8d66b3ea4000e55211bbd45f04e3469db5cbc747249d14ba6c
mono-b120000-soldier-soldier,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,661a8ff748ea7a9cd091d244,7a2e540541d4de73bcc52edd,2000,120000,120000,12000,0,0,0,12000,0,0,0,991,991,0.4955,0.4955,0,20,20,0,1595.908,1595.908,1595.5725,1595.5725,0.039481541666667,0.039481541666667,0.039521041666667,0.039521041666667,647ab88a83aa6f834990989ca24911ddf969595c4a5f5d85e2c151fdaebac92b,647ab88a83aa6f834990989ca24911ddf969595c4a5f5d85e2c151fdaebac92b
mono-b120000-soldier-soldier,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,661a8ff748ea7a9cd091d244,7a2e540541d4de73bcc52edd,2000,120000,120000,12000,0,0,0,12000,0,0,0,997,997,0.4985,0.4985,0,20,20,0,1595.908,1595.908,1595.5725,1595.5725,0.039508041666667,0.039508041666667,0.039494,0.039494,cb5849664fb65ac00466aa61563a1f9baace77ad985b9c02a92e371cf45b1603,cb5849664fb65ac00466aa61563a1f9baace77ad985b9c02a92e371cf45b1603
mono-b360000-spearman-spearman,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,634650feba46fde2e05f79ec,856a9a75fed82e1a98336670,2000,359940,359940,0,5142,0,0,0,5142,0,0,0,0,0,0,0,7,7,0,2557.2425,2557.2425,0,0,0.049523531699728,0.049523531699728,0.043854045118631,0.043854045118631,2bc6219638d312265f5c45e3ff80bf6b75c9c3992211780b96db52997872da32,2bc6219638d312265f5c45e3ff80bf6b75c9c3992211780b96db52997872da32
mono-b360000-spearman-spearman,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,634650feba46fde2e05f79ec,856a9a75fed82e1a98336670,2000,359940,359940,0,5142,0,0,0,5142,0,0,2000,2000,1,1,0,7,7,0,0,0,2558.4835,2558.4835,0.043788895371451,0.043788895371451,0.049585375340334,0.049585375340334,120c55e4f29e4d0105d6cc15c34f2d0b90e315f38cd4336b4554e662eda73d66,120c55e4f29e4d0105d6cc15c34f2d0b90e315f38cd4336b4554e662eda73d66
mono-b360000-spearman-archer,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,2e59189e632a58366296928a,873f77b0055dffb3abf065c8,2000,359940,359940,0,5142,0,0,0,0,5142,0,0,0,0,0,0,7,7,0,3349.5485,3349.5485,2371.3945,2371.3945,0.050049397121743,0.050049397121743,0.049997082847141,0.049997082847141,d008a6c4cea3edb58d3e49bd4fe6a9dc06177f8442e6495e138e98d884af187e,d008a6c4cea3edb58d3e49bd4fe6a9dc06177f8442e6495e138e98d884af187e
mono-b360000-spearman-archer,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,2e59189e632a58366296928a,873f77b0055dffb3abf065c8,2000,359940,359940,0,5142,0,0,0,0,5142,0,2000,2000,1,1,0,4,4,0,0,0,2810.717,2810.717,0.050006417736289,0.050006417736289,0.049295702061455,0.049295702061455,bcbc877f0cf8b1db3ca6328cc8d75854e56dc0b5735561ddaff5ce14c2a229f6,bcbc877f0cf8b1db3ca6328cc8d75854e56dc0b5735561ddaff5ce14c2a229f6
mono-b360000-knight-knight,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,548ad3149b35bdd498f1e720,87a83ab0b332bfecfbe611e5,2000,359700,359700,0,0,0,654,0,0,0,654,986,986,0.493,0.493,0,1,1,0,327.812,327.812,327.23,327.23,0.050105504587156,0.050105504587156,0.049980122324159,0.049980122324159,87844e416d861f5c9ead6ab9b78dcfb00006427ddc351bd0388c1eabd412ea8d,87844e416d861f5c9ead6ab9b78dcfb00006427ddc351bd0388c1eabd412ea8d
mono-b360000-knight-knight,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,548ad3149b35bdd498f1e720,87a83ab0b332bfecfbe611e5,2000,359700,359700,0,0,0,654,0,0,0,654,1003,1003,0.5015,0.5015,0,1,1,0,327.812,327.812,327.23,327.23,0.050105504587156,0.050105504587156,0.049980122324159,0.049980122324159,e137c8706ef5acd42c2d3113acb60f6a980b709cb9423e1758161e5fa6ce3ea3,e137c8706ef5acd42c2d3113acb60f6a980b709cb9423e1758161e5fa6ce3ea3
mono-b360000-soldier-archer,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,9802772d7860e32c1eb45bbc,9837a543d80fabeabe2d2b9d,2000,360000,359940,36000,0,0,0,0,0,5142,0,0,0,0,0,0,8,8,0,13585.641,13585.641,847.792,847.792,0.039586,0.039586,0.049883605600933,0.049883605600933,3d79ed5983c89d0022c51a128734a7b36a8941c07b48f432dd6f260a0059cec7,3d79ed5983c89d0022c51a128734a7b36a8941c07b48f432dd6f260a0059cec7
mono-b360000-soldier-archer,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,9802772d7860e32c1eb45bbc,9837a543d80fabeabe2d2b9d,2000,360000,359940,36000,0,0,0,0,0,5142,0,0,0,0,0,0,5,5,0,15743.9995,15743.9995,0,0,0.036148791666667,0.036148791666667,0.046806009334889,0.046806009334889,b539cabaf72f26f266d867628052db7ffc7cfa333da902e943ce8bd34a752c17,b539cabaf72f26f266d867628052db7ffc7cfa333da902e943ce8bd34a752c17
mono-b12000-spearman-archer,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,77059b09796261ce58324267,9cd7d0ceb1493ddfda51f95b,2000,11970,11970,0,171,0,0,0,0,171,0,197,197,0.0985,0.0985,0,6.973,6.973,0,110.3685,110.3685,78.1895,78.1895,0.050269005847953,0.050269005847953,0.049877192982456,0.049877192982456,4227f054b87e527b1d1b0274ed1998e330c5df10704580221a9b575b4a8798c6,4227f054b87e527b1d1b0274ed1998e330c5df10704580221a9b575b4a8798c6
mono-b12000-spearman-archer,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,77059b09796261ce58324267,9cd7d0ceb1493ddfda51f95b,2000,11970,11970,0,171,0,0,0,0,171,0,2000,2000,1,1,0,3.999,3.999,0,0.059,0.059,93.5465,93.5465,0.049997076023392,0.049997076023392,0.049324561403509,0.049324561403509,ed29d7971438fc1a049999694ca61a2424e52dc6124815c6cadb6b6c1daaffd8,ed29d7971438fc1a049999694ca61a2424e52dc6124815c6cadb6b6c1daaffd8
mono-b360000-spearman-knight,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,c74521cdf2ea33fab967be56,9d474a22947e1e8f29d55389,2000,359940,359700,0,5142,0,0,0,0,0,654,366,366,0.183,0.183,0,3,3,0,2428.6265,2428.6265,264.8825,264.8825,0.043178626993388,0.043178626993388,0.050066513761468,0.050066513761468,7d7abac10e512ec2c70d5d25a59d0d144ba2b19ce4372cc4f09baf310123eafb,7d7abac10e512ec2c70d5d25a59d0d144ba2b19ce4372cc4f09baf310123eafb
mono-b360000-spearman-knight,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,c74521cdf2ea33fab967be56,9d474a22947e1e8f29d55389,2000,359940,359700,0,5142,0,0,0,0,0,654,2000,2000,1,1,0,2,2,0,1018.6605,1018.6605,654,654,0.034626507195644,0.034626507195644,0.049916666666667,0.049916666666667,75facca78d59da8acebf5520dc1aec84674008dca00e85ffe5137a6371d683bd,75facca78d59da8acebf5520dc1aec84674008dca00e85ffe5137a6371d683bd
mono-b12000-soldier-knight,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,888c243346a2fc2822e1a949,a262966bc04fa80cb3cd0d88,2000,12000,11550,1200,0,0,0,0,0,0,21,204,204,0.102,0.102,0,6.037,6.037,0,442.797,442.797,2.8075,2.8075,0.018445,0.018445,0.051547619047619,0.051547619047619,9ca322cb96477f8f2d6b2e7673307285a8c1ac1a2124cfb6ddfbf09efb0d4075,9ca322cb96477f8f2d6b2e7673307285a8c1ac1a2124cfb6ddfbf09efb0d4075
mono-b12000-soldier-knight,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,888c243346a2fc2822e1a949,a262966bc04fa80cb3cd0d88,2000,12000,11550,1200,0,0,0,0,0,0,21,204,204,0.102,0.102,0,6.037,6.037,0,442.797,442.797,2.8075,2.8075,0.018445,0.018445,0.051547619047619,0.051547619047619,0ef488184d72f1f098ab6566fb80c72140d7078400dd1a9587141fe8b34a13ec,0ef488184d72f1f098ab6566fb80c72140d7078400dd1a9587141fe8b34a13ec
mono-b120000-spearman-spearman,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,736dc0caf9128d35c68047d9,ac54af8e6524bc4c22d09868,2000,119980,119980,0,1714,0,0,0,1714,0,0,0,0,0,0,0,7,7,0,852.6135,852.6135,0,0,0.04956796966161,0.04956796966161,0.043772753792299,0.043772753792299,58cd7ae8deb38800a7970576196ee8f591af45338dcec1590dcfba297fa69701,58cd7ae8deb38800a7970576196ee8f591af45338dcec1590dcfba297fa69701
mono-b120000-spearman-spearman,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,736dc0caf9128d35c68047d9,ac54af8e6524bc4c22d09868,2000,119980,119980,0,1714,0,0,0,1714,0,0,2000,2000,1,1,0,7,7,0,0,0,853.05,853.05,0.043873978996499,0.043873978996499,0.049586056009335,0.049586056009335,71c1edf0b3076609f0d5f6632549a6592128c1a272b42a58354f9fb187b4a370,71c1edf0b3076609f0d5f6632549a6592128c1a272b42a58354f9fb187b4a370
mono-b360000-soldier-knight,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,cb7b28b15b36471aafbe16d8,cdb579f915386d3266262a73,2000,360000,359700,36000,0,0,0,0,0,0,654,0,0,0,0,0,6,6,0,13734.0145,13734.0145,0.881,0.881,0.019087388888889,0.019087388888889,0.050131498470948,0.050131498470948,4970d1f6b5265fad201517f3825ff40d79aa8b20306bc545f88c8e11a313708e,4970d1f6b5265fad201517f3825ff40d79aa8b20306bc545f88c8e11a313708e
mono-b360000-soldier-knight,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,cb7b28b15b36471aafbe16d8,cdb579f915386d3266262a73,2000,360000,359700,36000,0,0,0,0,0,0,654,0,0,0,0,0,6,6,0,13734.0145,13734.0145,0.881,0.881,0.019087388888889,0.019087388888889,0.050131498470948,0.050131498470948,0243eeadabcc14bc5e95fa1b391f9a0fbfc6c55db116c0e75d961227e7785c42,0243eeadabcc14bc5e95fa1b391f9a0fbfc6c55db116c0e75d961227e7785c42
mono-b12000-spearman-knight,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,37ac5d1a6b11bd111d215af5,d3c102ac227fba99219a7bca,2000,11970,11550,0,171,0,0,0,0,0,21,1554,1554,0.777,0.777,0,3.002,3.002,0,75.4865,75.4865,13.732,13.732,0.042640350877193,0.042640350877193,0.0505,0.0505,b965633c898c10ac48cc0b945d886ca291a7c3df9f2bc8fbbd6924891bba8756,b965633c898c10ac48cc0b945d886ca291a7c3df9f2bc8fbbd6924891bba8756
mono-b12000-spearman-knight,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,37ac5d1a6b11bd111d215af5,d3c102ac227fba99219a7bca,2000,11970,11550,0,171,0,0,0,0,0,21,2000,2000,1,1,0,2,2,0,31.4585,31.4585,21,21,0.033719298245614,0.033719298245614,0.0505,0.0505,04d26513bee41f8de98ab49cd97c992b3a0017b0ad91dc428f6066f007ce270c,04d26513bee41f8de98ab49cd97c992b3a0017b0ad91dc428f6066f007ce270c
mono-b120000-archer-archer,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,c0d6109c05e457458b0bda00,de0fefdb5872ff6d4ae6fb66,2000,119980,119980,0,0,1714,0,0,0,1714,0,2000,2000,1,1,0,2,2,0,0,0,963.358,963.358,0.050003208868145,0.050003208868145,0.050086931155193,0.050086931155193,6b4a529fbc125b23882833e0aed634bec1b5f0b2174c3e7ece269e3168b0f82f,6b4a529fbc125b23882833e0aed634bec1b5f0b2174c3e7ece269e3168b0f82f
mono-b120000-archer-archer,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,c0d6109c05e457458b0bda00,de0fefdb5872ff6d4ae6fb66,2000,119980,119980,0,0,1714,0,0,0,1714,0,0,0,0,0,0,2,2,0,963.591,963.591,0,0,0.050052508751459,0.050052508751459,0.050048424737456,0.050048424737456,7e4672019367fb02f1f4413e94829b3f5c23d2fa9d1ba5802105a04a62fdf6a1,7e4672019367fb02f1f4413e94829b3f5c23d2fa9d1ba5802105a04a62fdf6a1
mono-b120000-spearman-knight,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,de02d3c5b8eaac1ec1619ae7,f936a9f1a9cca8d23a2556c6,2000,119980,119900,0,1714,0,0,0,0,0,218,620,620,0.31,0.31,0,3,3,0,809.241,809.241,89.1425,89.1425,0.043211493582264,0.043211493582264,0.049733944954128,0.049733944954128,ac0328d7e848fe34c754caa6b9c4b0ed2030d2e4d6fcccd1ed330988caf253df,ac0328d7e848fe34c754caa6b9c4b0ed2030d2e4d6fcccd1ed330988caf253df
mono-b120000-spearman-knight,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,de02d3c5b8eaac1ec1619ae7,f936a9f1a9cca8d23a2556c6,2000,119980,119900,0,1714,0,0,0,0,0,218,2000,2000,1,1,0,2,2,0,339.2895,339.2895,218,218,0.03468698949825,0.03468698949825,0.049598623853211,0.049598623853211,cdf02ca8a3da35cbdb52ea241c610d7fdc069d44ffd601725625d6de3e1c67e1,cdf02ca8a3da35cbdb52ea241c610d7fdc069d44ffd601725625d6de3e1c67e1
mono-b360000-soldier-soldier,A-B,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,a4f195db3fb8455cdeb742bf,f949c357a005526ed6bd3559,2000,360000,360000,36000,0,0,0,36000,0,0,0,975,975,0.4875,0.4875,0,20,20,0,4787.778,4787.778,4786.2715,4786.2715,0.039369263888889,0.039369263888889,0.03957375,0.03957375,587a0b6c8fbf92e9e393e63a374c6bdc95fc594470b7c8ee42ee3df5c4a6b8ef,587a0b6c8fbf92e9e393e63a374c6bdc95fc594470b7c8ee42ee3df5c4a6b8ef
mono-b360000-soldier-soldier,B-A,cloudy,vps/M-weather-preset-neutral,vps/M-weather-preset-cloudy,a4f195db3fb8455cdeb742bf,f949c357a005526ed6bd3559,2000,360000,360000,36000,0,0,0,36000,0,0,0,987,987,0.4935,0.4935,0,20,20,0,4787.778,4787.778,4786.2715,4786.2715,0.039423944444444,0.039423944444444,0.039519944444444,0.039519944444444,cab79020193af6f55744135f0197a1630e3c2215411e9bdd269a836e052ec646,cab79020193af6f55744135f0197a1630e3c2215411e9bdd269a836e052ec646
mono-b360000-soldier-soldier,A-B,heat,vps/M-weather-preset-neutral,vps/M-weather-preset-heat,a4f195db3fb8455cdeb742bf,021e06eb84156f92fa756eb0,2000,360000,360000,36000,0,0,0,36000,0,0,0,975,975,0.4875,0.4875,0,20,20,0,4787.778,4787.778,4786.2715,4786.2715,0.039369263888889,0.039369263888889,0.03957375,0.03957375,587a0b6c8fbf92e9e393e63a374c6bdc95fc594470b7c8ee42ee3df5c4a6b8ef,67a0df2bd65c23d33a155a4ba634e44cb5462f95fb2e5b8694d528dc4c17634d
mono-b360000-soldier-soldier,B-A,heat,vps/M-weather-preset-neutral,vps/M-weather-preset-heat,a4f195db3fb8455cdeb742bf,021e06eb84156f92fa756eb0,2000,360000,360000,36000,0,0,0,36000,0,0,0,987,987,0.4935,0.4935,0,20,20,0,4787.778,4787.778,4786.2715,4786.2715,0.039423944444444,0.039423944444444,0.039519944444444,0.039519944444444,cab79020193af6f55744135f0197a1630e3c2215411e9bdd269a836e052ec646,87806a7e32eb5163db3c73c5b9df9ef46c8d48d2e33fa9918a57787bd6f4fb97
mono-b12000-archer-archer,A-B,heat,vps/M-weather-preset-neutral,vps/M-weather-preset-heat,792e7655a90072d5129119df,1353812570bf95b9caf524d3,2000,11970,11970,0,0,171,0,0,0,171,0,2000,2000,1,1,0,2.008,2.008,0,0.8695,0.8695,97.458,97.458,0.049804093567251,0.049804093567251,0.050380116959064,0.050380116959064,a5cef95da0740171d974b1b8238a058e26fade3fe8a8f09d6de3182d2fb25476,6e18c359781d2613ed848d5d51d9dc5fde55796c520e08055d8351ea87895e24
mono-b12000-archer-archer,B-A,heat,vps/M-weather-preset-neutral,vps/M-weather-preset-heat,792e7655a90072d5129119df,1353812570bf95b9caf524d3,2000,11970,11970,0,0,171,0,0,0,171,0,0,0,0,0,0,2.0075,2.0075,0,97.39,97.39,0.8195,0.8195,0.050093567251462,0.050093567251462,0.050266081871345,0.050266081871345,22588da900fbea8c00b87d769132d035359f1c3deae9b763847a866d744b79ff,45033ed913cfdcf73b7e0b250e698ceaab213e22991a72168c1aa3eff1b6bc36
mono-b120000-archer-archer,A-B,heat,vps/M-weather-preset-neutral,vps/M-weather-preset-heat,c0d6109c05e457458b0bda00,162b8b402b3fe25cf0891c00,2000,119980,119980,0,0,1714,0,0,0,1714,0,2000,2000,1,1,0,2,2,0,0,0,963.358,963.358,0.050003208868145,0.050003208868145,0.050086931155193,0.050086931155193,6b4a529fbc125b23882833e0aed634bec1b5f0b2174c3e7ece269e3168b0f82f,be9c7e286b664e5635bef6394108f7c93b8a118c5efeafea39330b3bd0bd07a7
mono-b120000-archer-archer,B-A,heat,vps/M-weather-preset-neutral,vps/M-weather-preset-heat,c0d6109c05e457458b0bda00,162b8b402b3fe25cf0891c00,2000,119980,119980,0,0,1714,0,0,0,1714,0,0,0,0,0,0,2,2,0,963.591,963.591,0,0,0.050052508751459,0.050052508751459,0.050048424737456,0.050048424737456,7e4672019367fb02f1f4413e94829b3f5c23d2fa9d1ba5802105a04a62fdf6a1,6c6a1e2b4f13a177372ac5dd1e28d95bbaacae8ff4e6a557c72a2ade7fdfe682
