experiment_id,scenario_id,composition_id,axes_json,attacker,defender,samples,attacker_wins,draws,attacker_losses,mean_rounds,budget_A,target_budget_A,remainder_A,A_initial_soldier,A_initial_spearman,A_initial_archer,A_initial_knight,budget_B,target_budget_B,remainder_B,B_initial_soldier,B_initial_spearman,B_initial_archer,B_initial_knight,A_raw_dead_soldier,A_raw_wounded_soldier,A_projected_dead_soldier,A_projected_wounded_soldier,A_projected_prisoners_soldier,A_raw_dead_spearman,A_raw_wounded_spearman,A_projected_dead_spearman,A_projected_wounded_spearman,A_projected_prisoners_spearman,A_raw_dead_archer,A_raw_wounded_archer,A_projected_dead_archer,A_projected_wounded_archer,A_projected_prisoners_archer,A_raw_dead_knight,A_raw_wounded_knight,A_projected_dead_knight,A_projected_wounded_knight,A_projected_prisoners_knight,A_bench_economic_loss_rate,B_raw_dead_soldier,B_raw_wounded_soldier,B_projected_dead_soldier,B_projected_wounded_soldier,B_projected_prisoners_soldier,B_raw_dead_spearman,B_raw_wounded_spearman,B_projected_dead_spearman,B_projected_wounded_spearman,B_projected_prisoners_spearman,B_raw_dead_archer,B_raw_wounded_archer,B_projected_dead_archer,B_projected_wounded_archer,B_projected_prisoners_archer,B_raw_dead_knight,B_raw_wounded_knight,B_projected_dead_knight,B_projected_wounded_knight,B_projected_prisoners_knight,B_bench_economic_loss_rate,source_plan,platform,canonical_request_sha256,wilson_attacker_low,wilson_attacker_high
3486dc6e75cd56f2d2c90b25,x-archer-cut-01-b120000-vs-balanced,reference,[],B,A,2000,214,0,1786,5.1745,119560,120000,440,6000,342,171,43,119620,,0,3000,428,428,54,1967.202,2354.2725,98.548,115.108,2.914,4.335,107.7825,0.2265,5.4005,0,29.2525,82.693,1.485,4.0985,0,0.0015,7.4415,0,0.372,0,0.026144989963198,1337.294,1219.886,66.963,47.791,13.0575,13.8805,176.741,0.686,8.8515,0,111.884,192.4705,5.6995,9.666,0,0.029,17.309,0.0015,0.878,0,0.028209956529009,vps/X-archer-cut,vps,52dbea6cc0bfc37a7de02f9ce4afec25abfd8948359296abe297e5f18f076190,0.094198201475254,0.12130859768781
36aa6541162b74180b3ccb58,x-archer-cut-02-b12000-vs-spearman,reference,[],A,B,2000,1898,0,102,6.988,11760,12000,240,480,34,34,4,11970,,0,0,171,0,0,191.437,179.357,9.601,8.89,0.108,0.1435,13.4055,0.0075,0.6895,0,4.576,21.798,0.2365,1.0545,0,0.0005,1.568,0,0.0745,0,0.031041241496599,0,0,0,0,0,69.224,97.867,3.4585,4.9375,0,0,0,0,0,0,0,0,0,0,0,0.049099415204678,vps/X-archer-cut,vps,31b27b0754a6b243dd5e54da87fb7b7963dc0103f18cd8b2418e5890a92f134f,0.93846846145875,0.95781003008268
36aa6541162b74180b3ccb58,x-archer-cut-02-b12000-vs-spearman,reference,[],B,A,2000,0,0,2000,6.9385,11760,12000,240,480,34,34,4,11970,,0,0,171,0,0,48.4035,302.07,2.465,15.1195,0,0,3.394,0,0.179,0,0.0885,24.774,0.005,1.2205,0,0,0.3855,0,0.0175,0,0.02413137755102,0,0,0,0,0,73.0355,94.627,3.6365,4.775,0,0,0,0,0,0,0,0,0,0,0,0.049190058479532,vps/X-archer-cut,vps,9b176d26ef7ca05ef0c7f4f2ee7282869a853c795612b2e6fe07d29d07d33691,1.0842021724855E-19,0.0019170472812529
385192543ca53086fb630871,x-archer-cut-01-b120000-vs-archer,reference,[],A,B,2000,2000,0,0,4,119560,120000,440,6000,342,171,43,119980,,0,0,0,1714,0,1062.5325,4164.225,53.2675,208.639,0,0,60.519,0,3.0445,0,0.003,148.8365,0,7.415,0,0,0.027,0,0.0005,0,0.028031992305119,0,0,0,0,0,0,0,0,0,0,795.3735,813.5825,39.8505,40.7465,0,0,0,0,0,0,0.047022753792299,vps/X-archer-cut,vps,b74f5d97f9f45ac62a985675c3420be8f7bf1311f06ec68c4def8dcf9d556ea5,0.99808295271875,1
385192543ca53086fb630871,x-archer-cut-01-b120000-vs-archer,reference,[],B,A,2000,1070,0,930,3,119560,120000,440,6000,342,171,43,119980,,0,0,0,1714,0,2460.1665,2485.3185,123.121,108.5865,15.9845,0,140.054,0,7.039,0,0,140.9935,0,7.0285,0,0,0.0195,0,0.001,0,0.027620859819338,0,0,0,0,0,0,0,0,0,0,598.1635,826.388,29.9965,41.3265,0,0,0,0,0,0,0.041612018669778,vps/X-archer-cut,vps,10657dcac8b2590ff3da59235234ab3f0cff65848dcd1d312307243e775ffc71,0.51309445240754,0.55677135428278
3ecd0cef6014eb6df2745a59,x-archer-cut-00-b12000-vs-archer,reference,[],A,B,2000,2000,0,0,4.671,11780,12000,220,720,34,0,4,11970,,0,0,0,171,0,136.0155,481.457,6.7505,24.176,0,0,6.4735,0,0.328,0,0,0,0,0,0,0,0.0325,0,0.001,0,0.028249151103565,0,0,0,0,0,0,0,0,0,0,70.166,87.889,3.492,4.44,0,0,0,0,0,0,0.046385964912281,vps/X-archer-cut,vps,b78a00d0c058dcec83920dfd1aaa6bcad9658ec7e112ef5777ee42bac7c0dc0c,0.99808295271875,1
3ecd0cef6014eb6df2745a59,x-archer-cut-00-b12000-vs-archer,reference,[],B,A,2000,89,0,1911,3.984,11780,12000,220,720,34,0,4,11970,,0,0,0,171,0,357.938,258.366,17.937,12.813,0.1485,0,16.881,0,0.8585,0,0,0,0,0,0,0,0.159,0,0.0095,0,0.031648556876061,0,0,0,0,0,0,0,0,0,0,69.142,75.1815,3.46,3.798,0,0,0,0,0,0,0.042444444444444,vps/X-archer-cut,vps,0864a81502f010aa6079aadca7e78b1056758421645b3f3b73e7117da2ff27c3,0.036302665128407,0.054443764944815
409c70721ef7b48105101958,x-archer-cut-03-b12000-vs-soldier,reference,[],A,B,2000,2000,0,0,9.7535,11750,12000,250,360,34,51,4,12000,,0,1200,0,0,0,66.322,268.5015,3.3295,13.463,0,0,6.1475,0,0.318,0,0.133,36.4375,0.0085,1.7935,0,0,0.0285,0,0.002,0,0.027014893617021,463.6175,484.7825,23.278,18.5095,5.7825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034822916666667,vps/X-archer-cut,vps,abdb4bc1bc8cdbc2f30f24bfca6c03c25c95893ef744f54e5a54d62dd2468f6f,0.99808295271875,1
409c70721ef7b48105101958,x-archer-cut-03-b12000-vs-soldier,reference,[],B,A,2000,0,0,2000,11.049,11750,12000,250,360,34,51,4,12000,,0,1200,0,0,0,97.849,245.592,4.8695,12.287,0,0,9.123,0,0.459,0,0.3505,40.091,0.021,1.9735,0,0,0.0605,0,0.0035,0,0.02938170212766,449.323,544.0505,22.4915,20.729,6.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036017083333333,vps/X-archer-cut,vps,303343d15f2045c34c4e4cab7e7bba97dbb17ccccf309637cb4360a4bf4038a2,1.0842021724855E-19,0.0019170472812529
40eb63312fb1ae372e6e0048,x-archer-cut-00-b360000-vs-balanced,reference,[],A,B,2000,389,0,1611,7.342,359460,360000,540,21600,1028,0,130,359550,,0,9000,1285,1285,163,8467.7825,8751.3845,423.7785,353.922,84.0945,27.897,374.7705,1.402,18.674,0,0,0,0,0,0,0.0425,36.133,0.0015,1.7745,0,0.028262184944083,3916.041,4175.55,195.7065,198.851,9.997,57.9755,501.1,2.871,25.089,0,386.3915,557.495,19.4725,27.921,0,0.1015,52.2465,0.0065,2.609,0,0.029644958976498,vps/X-archer-cut,vps,0f2f8d74ffa2e65dc9bbba49d1cc98b61a9aabebe787b82e1b86b9d4b7768b8e,0.17774534902215,0.2124259668667
