family,group,target_budget,opponent,direction,from_level,to_level,from_experiment_id,to_experiment_id,samples_per_point,from_A_win_rate,to_A_win_rate,delta_A_win_rate,from_mean_rounds,to_mean_rounds,delta_mean_rounds,from_budget_A,to_budget_A,delta_budget_A,from_budget_B,to_budget_B,delta_budget_B,from_A_raw_dead,to_A_raw_dead,delta_A_raw_dead,from_A_raw_wounded,to_A_raw_wounded,delta_A_raw_wounded,from_B_raw_dead,to_B_raw_dead,delta_B_raw_dead,from_B_raw_wounded,to_B_raw_wounded,delta_B_raw_wounded,from_A_bench_economic_loss_rate,to_A_bench_economic_loss_rate,delta_A_bench_economic_loss_rate
E-replace,archer,360000,archer,B-A,65,80,b6d81896b105ffdc1a507797,6fed73d65337db76e6ed267e,2000,0,0,0,4,4,0,359930,359960,30,359940,359940,0,12475.5075,11562.897,-912.6105,9588.2335,12280.846,2692.6125,1060.361,382.363,-677.998,4032.496,4499.508,467.012,0.041116800488984,0.036159101011223,-0.004957699477761
E-replace,archer,360000,archer,B-A,80,90,6fed73d65337db76e6ed267e,bf90a836ea5578b8fba22981,2000,0,0,0,4,5,1,359960,359980,20,359940,359940,0,11562.897,16367.093,4804.196,12280.846,11674.548,-606.298,382.363,480.758,98.395,4499.508,4425.1685,-74.3395,0.036159101011223,0.038866548141563,0.00270744713034
E-replace,archer,360000,archer,B-A,90,100,bf90a836ea5578b8fba22981,55bc71d8fe3795ec5ce5b448,2000,0,0,0,5,5,0,359980,360000,20,359940,359940,0,16367.093,15743.9995,-623.0935,11674.548,13499.7895,1825.2415,480.758,0,-480.758,4425.1685,4812.233,387.0645,0.038866548141563,0.036148791666667,-0.002717756474896
E-replace,archer,360000,knight,A-B,0,5,f0eda22f3b11a685074c2778,393162932826414247001eea,2000,0,0.974,0.974,1,1.974,0.974,359940,359950,10,359700,359700,0,2289.009,4517.906,2228.897,0,0,0,0,636.996,636.996,654,17.004,-636.996,0.022297257876313,0.033831393249062,0.011534135372749
E-replace,archer,360000,knight,A-B,5,10,393162932826414247001eea,58cacefa6b102834b22c9bc6,2000,0.974,1,0.026,1.974,2,0.026,359950,359960,10,359700,359700,0,4517.906,4577.4695,59.5635,0,0,0,636.996,654,17.004,17.004,0,-17.004,0.033831393249062,0.027836523502611,-0.005994869746451
E-replace,archer,360000,knight,A-B,10,20,58cacefa6b102834b22c9bc6,c261dd2dc79e4134c5c6f3b5,2000,1,1,0,2,2,0,359960,359980,20,359700,359700,0,4577.4695,4577.3525,-0.11700000000019,0,0,0,654,654,0,0,0,0,0.027836523502611,0.020249041613423,-0.007587481889188
E-replace,archer,360000,knight,A-B,20,35,c261dd2dc79e4134c5c6f3b5,bdd7dbd73b8590cd41e601ff,2000,1,1,0,2,2,0,359980,359930,-50,359700,359700,0,4577.3525,4577.936,0.58349999999973,0,0,0,654,594.526,-59.474,0,59.474,59.474,0.020249041613423,0.014375281304698,-0.005873760308725
E-replace,archer,360000,knight,A-B,35,50,bdd7dbd73b8590cd41e601ff,3c8cf07e28e93e76b3c5a3c4,2000,1,1,0,2,3,1,359930,359970,40,359700,359700,0,4577.936,6861.1885,2283.2525,0,0,0,594.526,654,59.474,59.474,0,-59.474,0.014375281304698,0.016686751673751,0.002311470369053
E-replace,archer,360000,knight,A-B,50,65,3c8cf07e28e93e76b3c5a3c4,365788af7388534aa567e440,2000,1,1,0,3,3,0,359970,359930,-40,359700,359700,0,6861.1885,6867.0845,5.8959999999997,0,0,0,654,598.2605,-55.7395,0,55.7395,55.7395,0.016686751673751,0.013624218598061,-0.00306253307569
E-replace,archer,360000,knight,A-B,65,80,365788af7388534aa567e440,88ab5abfdd00750acb2c88c5,2000,1,1,0,3,4,1,359930,359960,30,359700,359700,0,6867.0845,9155.6975,2288.613,0,0,0,598.2605,602.942,4.6815,55.7395,51.058,-4.6815,0.013624218598061,0.015329981109012,0.001705762510951
E-replace,archer,360000,knight,A-B,80,90,88ab5abfdd00750acb2c88c5,3d0f8aef4131fa64b1d0898c,2000,1,1,0,4,5,1,359960,359980,20,359700,359700,0,9155.6975,11420.5585,2264.861,0,0,0,602.942,467.8865,-135.0555,51.058,186.1135,135.0555,0.015329981109012,0.017344435801989,0.002014454692977
E-replace,archer,360000,knight,A-B,90,100,3d0f8aef4131fa64b1d0898c,a5e16e2cbf0b5a6ccf781ae0,2000,1,0,-1,5,6,1,359980,360000,20,359700,359700,0,11420.5585,13734.0145,2313.456,0,0,0,467.8865,0.881,-467.0055,186.1135,653.119,467.0055,0.017344435801989,0.019087388888889,0.0017429530869
E-replace,archer,360000,knight,B-A,0,5,f0eda22f3b11a685074c2778,393162932826414247001eea,2000,0,0,0,1,1.974,0.974,359940,359950,10,359700,359700,0,2289.009,4517.906,2228.897,0,0,0,0,7.0705,7.0705,654,646.9295,-7.0705,0.022297257876313,0.033831393249062,0.011534135372749
E-replace,archer,360000,knight,B-A,5,10,393162932826414247001eea,58cacefa6b102834b22c9bc6,2000,0,0,0,1.974,2,0.026,359950,359960,10,359700,359700,0,4517.906,4577.4695,59.5635,0,0,0,7.0705,6.919,-0.1515,646.9295,647.081,0.15150000000006,0.033831393249062,0.027836523502611,-0.005994869746451
E-replace,archer,360000,knight,B-A,10,20,58cacefa6b102834b22c9bc6,c261dd2dc79e4134c5c6f3b5,2000,0,0,0,2,2,0,359960,359980,20,359700,359700,0,4577.4695,4577.3525,-0.11700000000019,0,0,0,6.919,2.33,-4.589,647.081,651.67,4.5889999999999,0.027836523502611,0.020249041613423,-0.007587481889188
E-replace,archer,360000,knight,B-A,20,35,c261dd2dc79e4134c5c6f3b5,bdd7dbd73b8590cd41e601ff,2000,0,1,1,2,3,1,359980,359930,-50,359700,359700,0,4577.3525,6866.471,2289.1185,0,0,0,2.33,654,651.67,651.67,0,-651.67,0.020249041613423,0.02157952935293,0.001330487739507
E-replace,archer,360000,knight,B-A,35,50,bdd7dbd73b8590cd41e601ff,3c8cf07e28e93e76b3c5a3c4,2000,1,1,0,3,3.008,0.008,359930,359970,40,359700,359700,0,6866.471,6878.7865,12.315500000001,0,0,0,654,378.1455,-275.8545,0,275.8545,275.8545,0.02157952935293,0.016723893657805,-0.004855635695125
E-replace,archer,360000,knight,B-A,50,65,3c8cf07e28e93e76b3c5a3c4,365788af7388534aa567e440,2000,1,1,0,3.008,4,0.992,359970,359930,-40,359700,359700,0,6878.7865,9154.1295,2275.343,0,0,0,378.1455,654,275.8545,275.8545,0,-275.8545,0.016723893657805,0.018175381324146,0.001451487666341
E-replace,archer,360000,knight,B-A,65,80,365788af7388534aa567e440,88ab5abfdd00750acb2c88c5,2000,1,1,0,4,5,1,359930,359960,30,359700,359700,0,9154.1295,11354.349,2200.2195,0,0,0,654,654,0,0,0,0,0.018175381324146,0.0190187243027,0.000843342978554
E-replace,archer,360000,knight,B-A,80,90,88ab5abfdd00750acb2c88c5,3d0f8aef4131fa64b1d0898c,2000,1,0.8985,-0.1015,5,5.8985,0.8985,359960,359980,20,359700,359700,0,11354.349,13370.1135,2015.7645,0,0,0,654,591.527,-62.473,0,62.473,62.473,0.0190187243027,0.020297183176843,0.001278458874143
E-replace,archer,360000,knight,B-A,90,100,3d0f8aef4131fa64b1d0898c,a5e16e2cbf0b5a6ccf781ae0,2000,0.8985,0,-0.8985,5.8985,6,0.1015,359980,360000,20,359700,359700,0,13370.1135,13734.0145,363.901,0,0,0,591.527,0.881,-590.646,62.473,653.119,590.646,0.020297183176843,0.019087388888889,-0.001209794287954
E-replace,archer,360000,soldier,A-B,0,5,b88cbe95b60d4730889d7808,3dae4b091c91338fe99ab9c9,2000,1,1,0,5,5,0,359940,359950,10,360000,360000,0,0,311.788,311.788,4812.221,5340.5885,528.3675,15751.34,14408.9755,-1342.3645,13492.402,14143.459,651.057,0.046805912096461,0.040494165856369,-0.006311746240092
E-replace,archer,360000,soldier,A-B,5,10,3dae4b091c91338fe99ab9c9,aaeb2818527307d9ed114321,2000,1,1,0,5,5,0,359950,359960,10,360000,360000,0,311.788,314.1945,2.4065,5340.5885,6096.0075,755.419,14408.9755,13123.584,-1285.3915,14143.459,14737.025,593.566,0.040494165856369,0.034651322369152,-0.005842843487217
E-replace,archer,360000,soldier,A-B,10,20,aaeb2818527307d9ed114321,7a326dcaba6213e5680d861e,2000,1,1,0,5,6,1,359960,359980,20,360000,360000,0,314.1945,422.8425,108.648,6096.0075,8077.2725,1981.265,13123.584,14953.003,1829.419,14737.025,14423.8525,-313.1725,0.034651322369152,0.030613728540474,-0.004037593828678
E-replace,archer,360000,soldier,A-B,20,35,7a326dcaba6213e5680d861e,8ecba259241983f43f93f3d2,2000,1,1,0,6,7,1,359980,359930,-50,360000,360000,0,422.8425,434.51,11.6675,8077.2725,11026.582,2949.3095,14953.003,14125.819,-827.184,14423.8525,15405.949,982.0965,0.030613728540474,0.027930542049843,-0.002683186490631
E-replace,archer,360000,soldier,A-B,35,50,8ecba259241983f43f93f3d2,ab886d9ddcb17296fb464ffe,2000,1,1,0,7,9,2,359930,359970,40,360000,360000,0,434.51,672.0445,237.5345,11026.582,14443.4485,3416.8665,14125.819,15098.8155,972.9965,15405.949,15791.739,385.79,0.027930542049843,0.029941022863016,0.002010480813173
E-replace,archer,360000,soldier,A-B,50,65,ab886d9ddcb17296fb464ffe,ed9445389a2faa41a6aecbea,2000,1,1,0,9,11,2,359970,359930,-40,360000,360000,0,672.0445,979.8295,307.785,14443.4485,17994.457,3551.0085,15098.8155,13708.3975,-1390.418,15791.739,17461.8075,1670.0685,0.029941022863016,0.032693732114578,0.002752709251562
E-replace,archer,360000,soldier,A-B,65,80,ed9445389a2faa41a6aecbea,d094a797a313d2a0e2edc187,2000,1,1,0,11,15,4,359930,359960,30,360000,360000,0,979.8295,2072.705,1092.8755,17994.457,22142.571,4148.114,13708.3975,13607.639,-100.7585,17461.8075,18784.798,1322.9905,0.032693732114578,0.037922755306145,0.005229023191567
E-replace,archer,360000,soldier,A-B,80,90,d094a797a313d2a0e2edc187,c258e321de257d6bafc33e25,2000,1,1,0,15,19.9545,4.9545,359960,359980,20,360000,360000,0,2072.705,4317.3335,2244.6285,22142.571,24469.5655,2326.9945,13607.639,13768.544,160.905,18784.798,19722.337,937.539,0.037922755306145,0.042601130618368,0.004678375312223
E-replace,archer,360000,soldier,A-B,90,100,c258e321de257d6bafc33e25,9a2a5368319c50a482aa6d99,2000,1,0.4875,-0.5125,19.9545,20,0.045500000000001,359980,360000,20,360000,360000,0,4317.3335,4787.778,470.4445,24469.5655,26835.376,2365.8105,13768.544,4786.2715,-8982.2725,19722.337,26836.0315,7113.6945,0.042601130618368,0.039369263888889,-0.003231866729479
E-replace,archer,360000,soldier,B-A,0,5,b88cbe95b60d4730889d7808,3dae4b091c91338fe99ab9c9,2000,1,1,0,8,8.075,0.074999999999999,359940,359950,10,360000,360000,0,847.5285,1479.205,631.6765,4277.1925,5073.7585,796.566,13591.113,13053.4805,-537.6325,19591.302,19880.005,288.703,0.049841306884481,0.04876350882067,-0.001077798063811
E-replace,archer,360000,soldier,B-A,5,10,3dae4b091c91338fe99ab9c9,aaeb2818527307d9ed114321,2000,1,1,0,8.075,9,0.925,359950,359960,10,360000,360000,0,1479.205,2167.501,688.296,5073.7585,5767.3215,693.563,13053.4805,15698.2935,2644.813,19880.005,17964.542,-1915.463,0.04876350882067,0.047414921102345,-0.001348587718325
E-replace,archer,360000,soldier,B-A,10,20,aaeb2818527307d9ed114321,7a326dcaba6213e5680d861e,2000,1,1,0,9,9,0,359960,359980,20,360000,360000,0,2167.501,1966.6475,-200.8535,5767.3215,8255.7825,2488.461,15698.2935,13643.3675,-2054.926,17964.542,19277.289,1312.747,0.047414921102345,0.04182840713373,-0.005586513968615
E-replace,archer,360000,soldier,B-A,20,35,7a326dcaba6213e5680d861e,8ecba259241983f43f93f3d2,2000,1,1,0,9,10,1,359980,359930,-50,360000,360000,0,1966.6475,1734.0145,-232.633,8255.7825,11841.407,3585.6245,13643.3675,13746.9215,103.554,19277.289,19009.086,-268.203,0.04182840713373,0.037046147862084,-0.004782259271646
E-replace,archer,360000,soldier,B-A,35,50,8ecba259241983f43f93f3d2,ab886d9ddcb17296fb464ffe,2000,1,1,0,10,11,1,359930,359970,40,360000,360000,0,1734.0145,1563.973,-170.0415,11841.407,15265.4775,3424.0705,13746.9215,13002.558,-744.3635,19009.086,19330.308,321.222,0.037046147862084,0.035205808817401,-0.001840339044683
E-replace,archer,360000,soldier,B-A,50,65,ab886d9ddcb17296fb464ffe,ed9445389a2faa41a6aecbea,2000,1,1,0,11,13,2,359970,359930,-40,360000,360000,0,1563.973,1846.2125,282.2395,15265.4775,18714.71,3449.2325,13002.558,13479.0655,476.5075,19330.308,19027.433,-302.875,0.035205808817401,0.036426152307393,0.001220343489992
E-replace,archer,360000,soldier,B-A,65,80,ed9445389a2faa41a6aecbea,d094a797a313d2a0e2edc187,2000,1,1,0,13,16,3,359930,359960,30,360000,360000,0,1846.2125,2653.3755,807.163,18714.71,22298.991,3584.281,13479.0655,13260.7235,-218.342,19027.433,19525.5645,498.1315,0.036426152307393,0.039334676075119,0.002908523767726
E-replace,archer,360000,soldier,B-A,80,90,d094a797a313d2a0e2edc187,c258e321de257d6bafc33e25,2000,1,1,0,16,20,4,359960,359980,20,360000,360000,0,2653.3755,4469.3815,1816.006,22298.991,24430.71,2131.719,13260.7235,13139.2485,-121.475,19525.5645,20284.8315,759.267,0.039334676075119,0.042802252902939,0.00346757682782
E-replace,archer,360000,soldier,B-A,90,100,c258e321de257d6bafc33e25,9a2a5368319c50a482aa6d99,2000,1,0.4935,-0.5065,20,20,0,359980,360000,20,360000,360000,0,4469.3815,4787.778,318.3965,24430.71,26835.376,2404.666,13139.2485,4786.2715,-8352.977,20284.8315,26836.0315,6551.2,0.042802252902939,0.039423944444444,-0.003378308458495
E-replace,archer,360000,spearman,A-B,0,5,ec14eda745d0ae404a0784a1,871802de74a79e3083eade19,2000,0,0,0,4,4,0,359940,359950,10,359940,359940,0,2810.0685,2732.541,-77.5275,2254.092,3532.2145,1278.1225,0,82.8395,82.8395,5142,5059.1605,-82.8395,0.049293271100739,0.046757257952493,-0.002536013148246
E-replace,archer,360000,spearman,A-B,5,10,871802de74a79e3083eade19,e394939deed56c78b83f21f0,2000,0,0,0,4,4.9995,0.9995,359950,359960,10,359940,359940,0,2732.541,4291.2415,1558.7005,3532.2145,3460.636,-71.5785,82.8395,1403.836,1320.9965,5059.1605,3738.164,-1320.9965,0.046757257952493,0.046892196355151,0.00013493840265801
E-replace,archer,360000,spearman,A-B,10,20,e394939deed56c78b83f21f0,c39f7a8a90c5775d324e7aa0,2000,0,0.0465,0.0465,4.9995,5.0465,0.047,359960,359980,20,359940,359940,0,4291.2415,4111.7605,-179.481,3460.636,5326.294,1865.658,1403.836,1011.88,-391.956,3738.164,4130.12,391.956,0.046892196355151,0.040921106728152,-0.005971089626999
E-replace,archer,360000,spearman,A-B,20,35,c39f7a8a90c5775d324e7aa0,e6295496b10837d4fb4df6ce,2000,0.0465,1,0.9535,5.0465,7,1.9535,359980,359930,-50,359940,359940,0,4111.7605,6403.401,2291.6405,5326.294,6595.443,1269.149,1011.88,3402.6865,2390.8065,4130.12,1739.3135,-2390.8065,0.040921106728152,0.040782763315089,-0.000138343413063
E-replace,archer,360000,spearman,A-B,35,50,e6295496b10837d4fb4df6ce,b14a0c8bf20479068d2ace50,2000,1,1,0,7,8,1,359930,359970,40,359940,359940,0,6403.401,7407.328,1003.927,6595.443,8343.211,1747.768,3402.6865,2817.0455,-585.641,1739.3135,2324.801,585.4875,0.040782763315089,0.038273022751896,-0.002509740563193
E-replace,archer,360000,spearman,A-B,50,65,b14a0c8bf20479068d2ace50,2d5116de3151017ed3397407,2000,1,1,0,8,10,2,359970,359930,-40,359940,359940,0,7407.328,9448.6055,2041.2775,8343.211,9730.23,1387.019,2817.0455,2902.5945,85.549,2324.801,2238.8425,-85.9585,0.038273022751896,0.038058191870642,-0.000214830881254
E-replace,archer,360000,spearman,A-B,65,80,2d5116de3151017ed3397407,5cd2b91ce0d68d35cebb7441,2000,1,0,-1,10,11,1,359930,359960,30,359940,359940,0,9448.6055,10827.9385,1379.333,9730.23,11344.567,1614.337,2902.5945,1022.1355,-1880.459,2238.8425,4113.1365,1874.294,0.038058191870642,0.033621430158907,-0.004436761711735
E-replace,archer,360000,spearman,A-B,80,90,5cd2b91ce0d68d35cebb7441,d6835bf8da3910559aeefbf0,2000,0,0,0,11,12,1,359960,359980,20,359940,359940,0,10827.9385,12173.716,1345.7775,11344.567,12300.8625,956.2955,1022.1355,340.61,-681.5255,4113.1365,4783.8905,670.754,0.033621430158907,0.033205983665759,-0.000415446493148
E-replace,archer,360000,spearman,A-B,90,100,d6835bf8da3910559aeefbf0,745435b3295fc9540c87ad33,2000,0,0,0,12,13,1,359980,360000,20,359940,359940,0,12173.716,13412.643,1238.927,12300.8625,13281.8495,980.987,340.61,0,-340.61,4783.8905,5116.9925,333.102,0.033205983665759,0.032674027777778,-0.00053195588798099
E-replace,archer,360000,spearman,B-A,0,5,ec14eda745d0ae404a0784a1,871802de74a79e3083eade19,2000,1,1,0,7,7,0,359940,359950,10,359940,359940,0,2367.3995,2364.864,-2.5355,2768.595,4258.855,1490.26,3352.7625,3199.012,-153.7505,1789.2375,1942.988,153.7505,0.050012252042007,0.049547242672593,-0.000465009369414
E-replace,archer,360000,spearman,B-A,5,10,871802de74a79e3083eade19,e394939deed56c78b83f21f0,2000,1,1,0,7,7,0,359950,359960,10,359940,359940,0,2364.864,2473.29,108.426,4258.855,5511.3205,1252.4655,3199.012,2687.903,-511.109,1942.988,2454.097,511.109,0.049547242672593,0.048521655183909,-0.001025587488684
E-replace,archer,360000,spearman,B-A,10,20,e394939deed56c78b83f21f0,c39f7a8a90c5775d324e7aa0,2000,1,1,0,7,7.999,0.999,359960,359980,20,359940,359940,0,2473.29,2973.651,500.361,5511.3205,7496.221,1984.9005,2687.903,4313.566,1625.663,2454.097,828.434,-1625.663,0.048521655183909,0.046278279348853,-0.002243375835056
E-replace,archer,360000,spearman,B-A,20,35,c39f7a8a90c5775d324e7aa0,e6295496b10837d4fb4df6ce,2000,1,1,0,7.999,9,1.001,359980,359930,-50,359940,359940,0,2973.651,3199.662,226.011,7496.221,10486.496,2990.275,4313.566,4056.254,-257.312,828.434,1085.746,257.312,0.046278279348853,0.042967285305476,-0.003310994043377
E-replace,archer,360000,spearman,B-A,35,50,e6295496b10837d4fb4df6ce,b14a0c8bf20479068d2ace50,2000,1,1,0,9,10,1,359930,359970,40,359940,359940,0,3199.662,3357.458,157.796,10486.496,13259.3505,2772.8545,4056.254,2981.126,-1075.128,1085.746,2160.8405,1075.0945,0.042967285305476,0.040390254743451,-0.002577030562025
E-replace,archer,360000,spearman,B-A,50,65,b14a0c8bf20479068d2ace50,2d5116de3151017ed3397407,2000,1,1,0,10,11.002,1.002,359970,359930,-40,359940,359940,0,3357.458,3411.7735,54.3155,13259.3505,15865.397,2606.0465,2981.126,1980.3125,-1000.8135,2160.8405,3161.438,1000.5975,0.040390254743451,0.038264982079849,-0.002125272663602
E-replace,archer,360000,spearman,B-A,65,80,2d5116de3151017ed3397407,5cd2b91ce0d68d35cebb7441,2000,1,1,0,11.002,14,2.998,359930,359960,30,359940,359940,0,3411.7735,4960.624,1548.8505,15865.397,18445.2305,2579.8335,1980.3125,2292.603,312.2905,3161.438,2849.174,-312.264,0.038264982079849,0.039260195577286,0.000995213497437
E-replace,archer,360000,spearman,B-A,80,90,5cd2b91ce0d68d35cebb7441,d6835bf8da3910559aeefbf0,2000,1,1,0,14,17,3,359960,359980,20,359940,359940,0,4960.624,7044.316,2083.692,18445.2305,19888.5235,1443.293,2292.603,2264.4705,-28.1325,2849.174,2877.408,28.234,0.039260195577286,0.04092573198511,0.001665536407824
E-replace,archer,360000,spearman,B-A,90,100,d6835bf8da3910559aeefbf0,745435b3295fc9540c87ad33,2000,1,0.3355,-0.6645,17,20,3,359980,360000,20,359940,359940,0,7044.316,9898.754,2854.438,19888.5235,20819.7665,931.243,2264.4705,1386.0605,-878.41,2877.408,3755.8385,878.4305,0.04092573198511,0.038085333333333,-0.002840398651777
E-replace,knight,12000,archer,A-B,0,5,8aed57feedf5e831df679f0d,5f1dcccec2e187be3bd9481d,2000,0.999,0.9915,-0.0075,1.0015,1,-0.0015000000000001,11550,11600,50,11970,11970,0,0.0245,60,59.9755,20.9755,18.925,-2.0505,73.5515,69.965,-3.5865,0,0,0,0.049,0.046287931034483,-0.002712068965517
E-replace,knight,12000,archer,A-B,5,10,5f1dcccec2e187be3bd9481d,592df75a424e187f4ee952d9,2000,0.9915,1,0.0085,1,1.06,0.06,11600,11650,50,11970,11970,0,60,24.549,-35.451,18.925,96.5725,77.6475,69.965,70.415,0.45,0,0.02,0.02,0.046287931034483,0.0077600858369099,-0.038527845197573
E-replace,knight,12000,archer,A-B,10,20,592df75a424e187f4ee952d9,8be3c3c40741f68d0f481029,2000,1,1,0,1.06,1.491,0.431,11650,11750,100,11970,11970,0,24.549,14.832,-9.717,96.5725,225.173,128.6005,70.415,88.715,18.3,0.02,0.8335,0.8135,0.0077600858369099,0.010285531914894,0.0025254460779841
E-replace,knight,12000,archer,A-B,20,35,8be3c3c40741f68d0f481029,fc22df5ca91b0906fe253dc9,2000,1,1,0,1.491,1.9975,0.5065,11750,11900,150,11970,11970,0,14.832,0,-14.832,225.173,353.441,128.268,88.715,97.9355,9.2205,0.8335,6.2405,5.407,0.010285531914894,0.014860504201681,0.004574972286787
E-replace,knight,12000,archer,A-B,35,50,fc22df5ca91b0906fe253dc9,3885cb05513a090de831131f,2000,1,1,0,1.9975,2.014,0.0165,11900,11500,-400,11970,11970,0,0,0.521,0.521,353.441,413.5815,60.1405,97.9355,70.4775,-27.458,6.2405,15.9075,9.667,0.014860504201681,0.018046086956522,0.003185582754841
E-replace,knight,12000,archer,A-B,50,65,3885cb05513a090de831131f,472648e3b618dac960600727,2000,1,1,0,2.014,2.9995,0.9855,11500,11650,150,11970,11970,0,0.521,26.1885,25.6675,413.5815,516.0155,102.434,70.4775,73.3515,2.874,15.9075,55.02,39.1125,0.018046086956522,0.023321030042918,0.005274943086396
E-replace,knight,12000,archer,A-B,65,80,472648e3b618dac960600727,b791a1af0fd1c7c1ab4ee758,2000,1,1,0,2.9995,4.8195,1.82,11650,11800,150,11970,11970,0,26.1885,104.433,78.2445,516.0155,637.78,121.7645,73.3515,67.498,-5.8535,55.02,97.3345,42.3145,0.023321030042918,0.031599152542373,0.008278122499455
E-replace,knight,12000,archer,A-B,80,90,b791a1af0fd1c7c1ab4ee758,cabcdbcaae5f92e6d0c9f997,2000,1,0.9985,-0.0014999999999999,4.8195,7.6015,2.782,11800,11900,100,11970,11970,0,104.433,327.5255,223.0925,637.78,636.1735,-1.6065,67.498,74.0045,6.5065,97.3345,96.408,-0.9265,0.031599152542373,0.040761764705882,0.009162612163509
E-replace,knight,12000,archer,A-B,90,100,cabcdbcaae5f92e6d0c9f997,4ad535e53b439d96800f0127,2000,0.9985,0.009,-0.9895,7.6015,8.0845,0.483,11900,12000,100,11970,11970,0,327.5255,459.804,132.2785,636.1735,647.534,11.3605,74.0045,31.169,-42.8355,96.408,139.0925,42.6845,0.040761764705882,0.039724166666667,-0.001037598039215
E-replace,knight,12000,archer,B-A,0,5,8aed57feedf5e831df679f0d,5f1dcccec2e187be3bd9481d,2000,0.9985,0.9915,-0.007,1.0015,1,-0.0015000000000001,11550,11600,50,11970,11970,0,0.0315,60,59.9685,20.9685,19.999,-0.9695,73.5515,69.965,-3.5865,0,0,0,0.048952380952381,0.049322413793103,0.00037003284072201
E-replace,knight,12000,archer,B-A,5,10,5f1dcccec2e187be3bd9481d,592df75a424e187f4ee952d9,2000,0.9915,0.94,-0.0515,1,1,0,11600,11650,50,11970,11970,0,60,119.512,59.512,19.999,6.1945,-13.8045,69.965,66.448,-3.517,0,0,0,0.049322413793103,0.018070815450644,-0.031251598342459
E-replace,knight,12000,archer,B-A,10,20,592df75a424e187f4ee952d9,8be3c3c40741f68d0f481029,2000,0.94,1,0.06,1,1.491,0.491,11650,11750,100,11970,11970,0,119.512,129.3355,9.8235,6.1945,111.0725,104.878,66.448,88.714,22.266,0,0.698,0.698,0.018070815450644,0.010991489361702,-0.007079326088942
E-replace,knight,12000,archer,B-A,20,35,8be3c3c40741f68d0f481029,fc22df5ca91b0906fe253dc9,2000,1,1,0,1.491,1.9975,0.5065,11750,11900,150,11970,11970,0,129.3355,142.191,12.8555,111.0725,211.362,100.2895,88.714,97.9355,9.2215,0.698,6.2405,5.5425,0.010991489361702,0.014897058823529,0.003905569461827
E-replace,knight,12000,archer,B-A,35,50,fc22df5ca91b0906fe253dc9,3885cb05513a090de831131f,2000,1,1,0,1.9975,2.014,0.0165,11900,11500,-400,11970,11970,0,142.191,116.616,-25.575,211.362,297.894,86.532,97.9355,70.4775,-27.458,6.2405,15.85,9.6095,0.014897058823529,0.018045217391304,0.003148158567775
E-replace,knight,12000,archer,B-A,50,65,3885cb05513a090de831131f,472648e3b618dac960600727,2000,1,1,0,2.014,2.9995,0.9855,11500,11650,150,11970,11970,0,116.616,207.022,90.406,297.894,347.4185,49.5245,70.4775,73.352,2.8745,15.85,51.162,35.312,0.018045217391304,0.023961802575107,0.005916585183803
E-replace,knight,12000,archer,B-A,65,80,472648e3b618dac960600727,b791a1af0fd1c7c1ab4ee758,2000,1,0.6295,-0.3705,2.9995,4.602,1.6025,11650,11800,150,11970,11970,0,207.022,399.7655,192.7435,347.4185,366.8035,19.385,73.352,64.443,-8.909,51.162,92.026,40.864,0.023961802575107,0.031322033898305,0.007360231323198
E-replace,knight,12000,archer,B-A,80,90,b791a1af0fd1c7c1ab4ee758,cabcdbcaae5f92e6d0c9f997,2000,0.6295,0,-0.6295,4.602,4.992,0.39,11800,11900,100,11970,11970,0,399.7655,484.1285,84.363,366.8035,399.7425,32.939,64.443,34.975,-29.468,92.026,125.0035,32.9775,0.031322033898305,0.033236134453782,0.001914100555477
E-replace,knight,12000,archer,B-A,90,100,cabcdbcaae5f92e6d0c9f997,4ad535e53b439d96800f0127,2000,0,0,0,4.992,5,0.008,11900,12000,100,11970,11970,0,484.1285,522.2335,38.105,399.7425,450.8755,51.133,34.975,0,-34.975,125.0035,160.1375,35.134,0.033236134453782,0.0360275,0.002791365546218
E-replace,knight,12000,knight,A-B,0,5,fbcf16111faf64121c06f54b,9ebc3471ad49c9444cc1085e,2000,0.4355,0.5035,0.068,1.0655,1,-0.0655,11550,11600,50,11550,11550,0,11.595,54.688,43.093,9.405,17.549,8.144,11.589,7.7415,-3.8475,9.411,13.257,3.846,0.049071428571429,0.043344827586207,-0.005726600985222
E-replace,knight,12000,knight,A-B,5,10,9ebc3471ad49c9444cc1085e,c0ddee513d4d5fc8c1c22c3c,2000,0.5035,0.25,-0.2535,1,1.0005,0.00049999999999994,11600,11650,50,11550,11550,0,54.688,63.523,8.835,17.549,9.954,-7.595,7.7415,5.318,-2.4235,13.257,15.6795,2.4225,0.043344827586207,0.025123605150215,-0.018221222435992
E-replace,knight,12000,knight,A-B,10,20,c0ddee513d4d5fc8c1c22c3c,6e000b88ce83dab6bd92f93a,2000,0.25,1,0.75,1.0005,1.9895,0.989,11650,11750,100,11550,11550,0,63.523,130.3575,66.8345,9.954,9.335,-0.619,5.318,20.874,15.556,15.6795,0.1255,-15.554,0.025123605150215,0.026710212765957,0.001586607615742
