family,group,target_budget,opponent,direction,from_level,to_level,from_experiment_id,to_experiment_id,samples_per_point,from_A_win_rate,to_A_win_rate,delta_A_win_rate,from_mean_rounds,to_mean_rounds,delta_mean_rounds,from_budget_A,to_budget_A,delta_budget_A,from_budget_B,to_budget_B,delta_budget_B,from_A_raw_dead,to_A_raw_dead,delta_A_raw_dead,from_A_raw_wounded,to_A_raw_wounded,delta_A_raw_wounded,from_B_raw_dead,to_B_raw_dead,delta_B_raw_dead,from_B_raw_wounded,to_B_raw_wounded,delta_B_raw_wounded,from_A_bench_economic_loss_rate,to_A_bench_economic_loss_rate,delta_A_bench_economic_loss_rate
E-add,knight,360000,soldier,B-A,20,35,833028faa9fd16f92bf149a4,015f857e34963505b543925f,2000,1,1,0,6,6,0,431700,485700,54000,360000,360000,0,1201.0735,342.477,-858.5965,5638.7395,9620.0385,3981.299,13735.466,13736.4615,0.99549999999908,2975.766,5074.9555,2099.1895,0.0079337155432013,0.010268849083797,0.0023351335405957
E-add,knight,360000,soldier,B-A,35,50,015f857e34963505b543925f,eb3aa4c14a3dadb82559b698,2000,1,1,0,6,6,0,485700,539700,54000,360000,360000,0,342.477,140.098,-202.379,9620.0385,11656.105,2036.0665,13736.4615,13739.865,3.4035000000003,5074.9555,6944.7585,1869.803,0.010268849083797,0.010938178617751,0.000669329533954
E-add,knight,360000,soldier,B-A,50,100,eb3aa4c14a3dadb82559b698,1da6364a7538de74330a278b,2000,1,1,0,6,6,0,539700,719700,180000,360000,360000,0,140.098,21.5345,-118.5635,11656.105,14525.5315,2869.4265,13739.865,13800.8395,60.9745,6944.7585,11940.3565,4995.598,0.010938178617751,0.010116527719883,-0.000821650897868
E-add,knight,360000,spearman,A-B,0,5,bef22a0e1e847471952eb629,ffa26585d98eefd6b6dd8fe6,2000,0,0,0,2,2,0,359700,377700,18000,359940,359940,0,654,1800,1146,0,654,654,1018.969,1019.2415,0.27249999999992,2539.683,2539.067,-0.61599999999999,0.050091743119266,0.049844016415144,-0.000247726704122
E-add,knight,360000,spearman,A-B,5,10,ffa26585d98eefd6b6dd8fe6,19216cc7f283eb54d20c0069,2000,0,0,0,2,2,0,377700,395700,18000,359940,359940,0,1800,1892.675,92.675,654,1780.4825,1126.4825,1019.2415,1019.09,-0.15149999999994,2539.067,2539.4325,0.36549999999988,0.049844016415144,0.027680414455395,-0.022163601959749
E-add,knight,360000,spearman,A-B,10,20,19216cc7f283eb54d20c0069,83adf0e829b8f9bb3d2da494,2000,0,1,1,2,3,1,395700,431700,36000,359940,359940,0,1892.675,2369.8035,477.1285,1780.4825,3365.8545,1585.372,1019.09,2428.9255,1409.8355,2539.4325,2008.67,-530.7625,0.027680414455395,0.020258918230252,-0.007421496225143
E-add,knight,360000,spearman,A-B,20,35,83adf0e829b8f9bb3d2da494,8d3b11c7cc9b4dd64ef24911,2000,1,1,0,3,3,0,431700,485700,54000,359940,359940,0,2369.8035,1567.5815,-802.222,3365.8545,5157.023,1791.1685,2428.9255,2429.084,0.1585,2008.67,2008.433,-0.23700000000008,0.020258918230252,0.011470372658019,-0.008788545572233
E-add,knight,360000,spearman,A-B,35,50,8d3b11c7cc9b4dd64ef24911,e195a02693f4c6d744f2ba52,2000,1,1,0,3,3,0,485700,539700,54000,359940,359940,0,1567.5815,1168.278,-399.3035,5157.023,6044.0365,887.0135,2429.084,2428.4665,-0.61749999999984,2008.433,2009.6695,1.2365,0.011470372658019,0.0087883731702798,-0.0026819994877392
E-add,knight,360000,spearman,A-B,50,100,e195a02693f4c6d744f2ba52,80f2dc345fe1c98ef1d46251,2000,1,1,0,3,3,0,539700,719700,180000,359940,359940,0,1168.278,631.8585,-536.4195,6044.0365,7236.6155,1192.579,2428.4665,2428.041,-0.42549999999983,2009.6695,2010.5155,0.846,0.0087883731702798,0.0058925038210365,-0.0028958693492433
E-add,knight,360000,spearman,B-A,0,5,bef22a0e1e847471952eb629,ffa26585d98eefd6b6dd8fe6,2000,0.84,0.8835,0.0435,3,2.8835,-0.1165,359700,377700,18000,359940,359940,0,264.8265,1692.6655,1427.839,389.1735,717.8615,328.688,2429.058,2265.3065,-163.7515,2008.4865,2069.426,60.9395,0.050112385321101,0.046504328832407,-0.003608056488694
E-add,knight,360000,spearman,B-A,5,10,ffa26585d98eefd6b6dd8fe6,19216cc7f283eb54d20c0069,2000,0.8835,1,0.1165,2.8835,3,0.1165,377700,395700,18000,359940,359940,0,1692.6655,1100.199,-592.4665,717.8615,2586.698,1868.8365,2265.3065,2428.831,163.5245,2069.426,2008.835,-60.591,0.046504328832407,0.018305913570887,-0.02819841526152
E-add,knight,360000,spearman,B-A,10,20,19216cc7f283eb54d20c0069,83adf0e829b8f9bb3d2da494,2000,1,1,0,3,3,0,395700,431700,36000,359940,359940,0,1100.199,349.639,-750.56,2586.698,5064.2605,2477.5625,2428.831,2429.177,0.346,2008.835,2008.185,-0.65000000000009,0.018305913570887,0.0082831132731063,-0.010022800297781
E-add,knight,360000,spearman,B-A,20,35,83adf0e829b8f9bb3d2da494,8d3b11c7cc9b4dd64ef24911,2000,1,1,0,3,3,0,431700,485700,54000,359940,359940,0,349.639,127.467,-222.172,5064.2605,6446.981,1382.7205,2429.177,2429.151,-0.026000000000295,2008.185,2008.299,0.11400000000003,0.0082831132731063,0.0071162343010089,-0.0011668789720974
E-add,knight,360000,spearman,B-A,35,50,8d3b11c7cc9b4dd64ef24911,e195a02693f4c6d744f2ba52,2000,1,1,0,3,3,0,485700,539700,54000,359940,359940,0,127.467,65.5685,-61.8985,6446.981,7060.764,613.783,2429.151,2428.5465,-0.60449999999992,2008.299,2009.5095,1.2104999999999,0.0071162343010089,0.0067277005743932,-0.0003885337266157
E-add,knight,360000,spearman,B-A,50,100,e195a02693f4c6d744f2ba52,80f2dc345fe1c98ef1d46251,2000,1,1,0,3,3,0,539700,719700,180000,359940,359940,0,65.5685,17.164,-48.4045,7060.764,7825.7405,764.9765,2428.5465,2427.912,-0.63450000000012,2009.5095,2010.7705,1.2610000000002,0.0067277005743932,0.0054680700291788,-0.0012596305452144
E-add,spearman,12000,archer,A-B,0,5,425418f730169494e3adc880,9f88295b0e1a3ed9c09ed49a,2000,0.0985,0.995,0.8965,6.973,6.9095,-0.063499999999999,11970,12570,600,11970,11970,0,110.3685,93.067,-17.3015,60.6315,137.933,77.3015,78.1895,87.9865,9.797,92.4505,82.6245,-9.826,0.050269005847953,0.050070405727924,-0.000198600120029
E-add,spearman,12000,archer,A-B,5,10,9f88295b0e1a3ed9c09ed49a,15d07c1fd73dd99f41740658,2000,0.995,0,-0.995,6.9095,3.0655,-3.844,12570,13170,600,11970,11970,0,93.067,115.8425,22.7755,137.933,170.027,32.094,87.9865,0.9535,-87.033,82.6245,159.5025,76.878,0.050070405727924,0.048563401670463,-0.001507004057461
E-add,spearman,12000,archer,A-B,10,20,15d07c1fd73dd99f41740658,8168f288ba946d5d27beb974,2000,0,0,0,3.0655,4,0.9345,13170,14370,1200,11970,11970,0,115.8425,188.2205,72.378,170.027,185.555,15.528,0.9535,14.3405,13.387,159.5025,152.374,-7.1285,0.048563401670463,0.040854210160056,-0.007709191510407
E-add,spearman,12000,archer,A-B,20,35,8168f288ba946d5d27beb974,dfa17c0247a88fee8c0836e7,2000,0,0.9515,0.9515,4,5.0005,1.0005,14370,16170,1800,11970,11970,0,188.2205,225.5855,37.365,185.555,276.1075,90.5525,14.3405,75.646,61.3055,152.374,94.2625,-58.1115,0.040854210160056,0.032650278293135,-0.008203931866921
E-add,spearman,12000,archer,A-B,35,50,dfa17c0247a88fee8c0836e7,e0aa194aa71d008f96bcf655,2000,0.9515,1,0.0485,5.0005,4.9155,-0.085,16170,17970,1800,11970,11970,0,225.5855,157.8885,-67.697,276.1075,427.27,151.1625,75.646,106.928,31.282,94.2625,63.3775,-30.885,0.032650278293135,0.023821925431274,-0.008828352861861
E-add,spearman,12000,archer,A-B,50,100,e0aa194aa71d008f96bcf655,d4b588188a4fa2292fe59f4c,2000,1,1,0,4.9155,4,-0.9155,17970,23970,6000,11970,11970,0,157.8885,36.819,-121.0695,427.27,699.7125,272.4425,106.928,113.635,6.707,63.3775,57.0355,-6.342,0.023821925431274,0.016110763454318,-0.007711161976956
E-add,spearman,12000,archer,B-A,0,5,425418f730169494e3adc880,9f88295b0e1a3ed9c09ed49a,2000,1,1,0,3.999,3.9875,-0.0115,11970,12570,600,11970,11970,0,0.059,60.713,60.654,170.9405,170.287,-0.65349999999998,93.5465,98.9595,5.413,74.55,69.1775,-5.3725,0.049997076023392,0.050015115354018,1.8039330626003E-5
E-add,spearman,12000,archer,B-A,5,10,9f88295b0e1a3ed9c09ed49a,15d07c1fd73dd99f41740658,2000,1,0.003,-0.997,3.9875,2.0345,-1.953,12570,13170,600,11970,11970,0,60.713,116.6305,55.9175,170.287,170.2735,-0.013499999999993,98.9595,9.6085,-89.351,69.1775,134.631,65.4535,0.050015115354018,0.04896013667426,-0.001054978679758
E-add,spearman,12000,archer,B-A,10,20,15d07c1fd73dd99f41740658,8168f288ba946d5d27beb974,2000,0.003,0.6725,0.6695,2.0345,2.8995,0.865,13170,14370,1200,11970,11970,0,116.6305,209.175,92.5445,170.2735,174.497,4.2235,9.6085,60.4665,50.858,134.631,99.8655,-34.7655,0.04896013667426,0.044229297146834,-0.004730839527426
E-add,spearman,12000,archer,B-A,20,35,8168f288ba946d5d27beb974,dfa17c0247a88fee8c0836e7,2000,0.6725,0.9995,0.327,2.8995,3,0.1005,14370,16170,1800,11970,11970,0,209.175,217.38,8.205,174.497,242.08,67.583,60.4665,88.89,28.4235,99.8655,75.696,-24.1695,0.044229297146834,0.030639455782313,-0.013589841364521
E-add,spearman,12000,archer,B-A,35,50,dfa17c0247a88fee8c0836e7,e0aa194aa71d008f96bcf655,2000,0.9995,1,0.00049999999999994,3,2.999,-0.00099999999999989,16170,17970,1800,11970,11970,0,217.38,189.4455,-27.9345,242.08,317.847,75.767,88.89,108.2555,19.3655,75.696,58.351,-17.345,0.030639455782313,0.023176683361157,-0.007462772421156
E-add,spearman,12000,archer,B-A,50,100,e0aa194aa71d008f96bcf655,d4b588188a4fa2292fe59f4c,2000,1,1,0,2.999,2.6805,-0.3185,17970,23970,6000,11970,11970,0,189.4455,101.1935,-88.252,317.847,458.64,140.793,108.2555,113.1455,4.89,58.351,52.637,-5.714,0.023176683361157,0.013493950771798,-0.009682732589359
E-add,spearman,12000,knight,A-B,0,5,13c17edd7184e78626efe0e6,0aed417ba5c84cd4ad0109c0,2000,0.777,0.959,0.182,3.002,3,-0.0019999999999998,11970,12570,600,11550,11550,0,75.4865,93.5585,18.072,69.2155,76.3005,7.085,13.732,15.6925,1.9605,7.268,5.3075,-1.9605,0.042640350877193,0.036813046937152,-0.005827303940041
E-add,spearman,12000,knight,A-B,5,10,0aed417ba5c84cd4ad0109c0,6c169e4720b9b18f3b3303d0,2000,0.959,0.9945,0.0355,3,3,0,12570,13170,600,11550,11550,0,93.5585,110.223,16.6645,76.3005,75.3015,-0.999,15.6925,18.0885,2.396,5.3075,2.9115,-2.396,0.036813046937152,0.03186940015186,-0.004943646785292
E-add,spearman,12000,knight,A-B,10,20,6c169e4720b9b18f3b3303d0,4ec1b7b6a54dc2e53f1b87d4,2000,0.9945,1,0.0054999999999999,3,3.0005,0.00050000000000017,13170,14370,1200,11550,11550,0,110.223,135.17,24.947,75.3015,65.9645,-9.337,18.0885,20.6465,2.558,2.9115,0.3535,-2.558,0.03186940015186,0.024487473903967,-0.007381926247893
E-add,spearman,12000,knight,A-B,20,35,4ec1b7b6a54dc2e53f1b87d4,fa95df6f3fc2dcf684fdebbf,2000,1,1,0,3.0005,2.9995,-0.0010000000000003,14370,16170,1800,11550,11550,0,135.17,157.454,22.284,65.9645,51.972,-13.9925,20.6465,20.9835,0.337,0.3535,0.0165,-0.337,0.024487473903967,0.017822820037106,-0.006664653866861
E-add,spearman,12000,knight,A-B,35,50,fa95df6f3fc2dcf684fdebbf,bf3c13737a719e5e8fe787ad,2000,1,1,0,2.9995,2.979,-0.0205,16170,17970,1800,11550,11550,0,157.454,167.3145,9.8605,51.972,41.5635,-10.4085,20.9835,20.751,-0.2325,0.0165,0.249,0.2325,0.017822820037106,0.013681135225376,-0.00414168481173
E-add,spearman,12000,knight,A-B,50,100,bf3c13737a719e5e8fe787ad,5ed8118634cb8b7f2c2600c5,2000,1,1,0,2.979,2.016,-0.963,17970,23970,6000,11550,11550,0,167.3145,129.303,-38.0115,41.5635,17.857,-23.7065,20.751,18.439,-2.312,0.249,2.561,2.312,0.013681135225376,0.0053898623279099,-0.0082912728974661
E-add,spearman,12000,knight,B-A,0,5,13c17edd7184e78626efe0e6,0aed417ba5c84cd4ad0109c0,2000,1,1,0,2,1.9995,-0.00049999999999994,11970,12570,600,11550,11550,0,31.4585,51.7745,20.316,83.8665,75.548,-8.3185,21,20.9935,-0.0064999999999991,0,0.0065,0.0065,0.033719298245614,0.027527048528242,-0.006192249717372
E-add,spearman,12000,knight,B-A,5,10,0aed417ba5c84cd4ad0109c0,6c169e4720b9b18f3b3303d0,2000,1,1,0,1.9995,1.999,-0.00049999999999994,12570,13170,600,11550,11550,0,51.7745,67.4385,15.664,75.548,66.581,-8.967,20.9935,20.987,-0.0065000000000026,0.0065,0.013,0.0065,0.027527048528242,0.023196279422931,-0.004330769105311
E-add,spearman,12000,knight,B-A,10,20,6c169e4720b9b18f3b3303d0,4ec1b7b6a54dc2e53f1b87d4,2000,1,1,0,1.999,1.9995,0.00049999999999994,13170,14370,1200,11550,11550,0,67.4385,87.744,20.3055,66.581,52.1305,-14.4505,20.987,20.9935,0.0065000000000026,0.013,0.0065,-0.0065,0.023196279422931,0.017138830897704,-0.006057448525227
E-add,spearman,12000,knight,B-A,20,35,4ec1b7b6a54dc2e53f1b87d4,fa95df6f3fc2dcf684fdebbf,2000,1,1,0,1.9995,1.9995,0,14370,16170,1800,11550,11550,0,87.744,104.7285,16.9845,52.1305,38.3745,-13.756,20.9935,20.9945,0.00099999999999767,0.0065,0.0055,-0.001,0.017138830897704,0.012199443413729,-0.004939387483975
E-add,spearman,12000,knight,B-A,35,50,fa95df6f3fc2dcf684fdebbf,bf3c13737a719e5e8fe787ad,2000,1,1,0,1.9995,1.9995,0,16170,17970,1800,11550,11550,0,104.7285,114.122,9.3935,38.3745,30.2875,-8.087,20.9945,20.9935,-0.00099999999999767,0.0055,0.0065,0.001,0.012199443413729,0.0093842515303283,-0.0028151918834007
E-add,spearman,12000,knight,B-A,50,100,bf3c13737a719e5e8fe787ad,5ed8118634cb8b7f2c2600c5,2000,1,1,0,1.9995,1.8945,-0.105,17970,23970,6000,11550,11550,0,114.122,116.2635,2.1415,30.2875,16.069,-14.2185,20.9935,19.8735,-1.12,0.0065,1.1265,1.12,0.0093842515303283,0.0048216520650814,-0.0045625994652469
E-add,spearman,12000,soldier,A-B,0,5,35a66253027fbcf944d803b3,d3bd63e93400db6f9d60a3c4,2000,0.5025,0.836,0.3335,19.9975,19.9905,-0.0069999999999979,11970,12570,600,12000,12000,0,47.2695,74.6685,27.399,123.7175,156.24,32.5225,327.7245,354.4755,26.751,695.3,682.9395,-12.3605,0.050245614035088,0.050282816229117,3.7202194028994E-5
E-add,spearman,12000,soldier,A-B,5,10,d3bd63e93400db6f9d60a3c4,157f68fa1c525e61ec6174d5,2000,0.836,0,-0.836,19.9905,11.9395,-8.051,12570,13170,600,12000,12000,0,74.6685,106.287,31.6185,156.24,162.917,6.677,354.4755,119.103,-235.3725,682.9395,712.9835,30.044,0.050282816229117,0.044180334092635,-0.006102482136482
E-add,spearman,12000,soldier,A-B,10,20,157f68fa1c525e61ec6174d5,ea7e51f55cf799f2826e7f82,2000,0,0,0,11.9395,13.339,1.3995,13170,14370,1200,12000,12000,0,106.287,153.992,47.705,162.917,193.507,30.59,119.103,200.1065,81.0035,712.9835,728.0675,15.084,0.044180334092635,0.03439074460682,-0.009789589485815
E-add,spearman,12000,soldier,A-B,20,35,ea7e51f55cf799f2826e7f82,a5eeb8db76549e7b7211b44c,2000,0,0.999,0.999,13.339,16.573,3.234,14370,16170,1800,12000,12000,0,153.992,175.703,21.711,193.507,304.7445,111.2375,200.1065,448.4565,248.35,728.0675,629.2985,-98.769,0.03439074460682,0.028199443413729,-0.006191301193091
E-add,spearman,12000,soldier,A-B,35,50,a5eeb8db76549e7b7211b44c,63b654dd9e9a493589a0bf37,2000,0.999,1,0.001,16.573,14.6895,-1.8835,16170,17970,1800,12000,12000,0,175.703,88.9235,-86.7795,304.7445,474.679,169.9345,448.4565,457.2225,8.766,629.2985,625.952,-3.3465,0.028199443413729,0.019968836950473,-0.008230606463256
E-add,spearman,12000,soldier,A-B,50,100,63b654dd9e9a493589a0bf37,a720012e4b26a8e4f5a50d6b,2000,1,1,0,14.6895,11.018,-3.6715,17970,23970,6000,12000,12000,0,88.9235,9.8745,-79.049,474.679,709.0825,234.4035,457.2225,459.7165,2.494,625.952,636.3255,10.3735,0.019968836950473,0.015262411347518,-0.004706425602955
E-add,spearman,12000,soldier,B-A,0,5,35a66253027fbcf944d803b3,d3bd63e93400db6f9d60a3c4,2000,1,1,0,13.0255,12.6825,-0.343,11970,12570,600,12000,12000,0,0.0305,56.852,56.8215,169.8555,165.7445,-4.111,446.7965,453.0495,6.253,442.6945,440.4275,-2.267,0.04966081871345,0.047721161495625,-0.001939657217825
E-add,spearman,12000,soldier,B-A,5,10,d3bd63e93400db6f9d60a3c4,157f68fa1c525e61ec6174d5,2000,1,0.978,-0.022,12.6825,11.9935,-0.689,12570,13170,600,12000,12000,0,56.852,93.6445,36.7925,165.7445,159.1355,-6.609,453.0495,446.9745,-6.075,440.4275,442.9965,2.569,0.047721161495625,0.040001138952164,-0.007720022543461
E-add,spearman,12000,soldier,B-A,10,20,157f68fa1c525e61ec6174d5,ea7e51f55cf799f2826e7f82,2000,0.978,1,0.022,11.9935,10.9765,-1.017,13170,14370,1200,12000,12000,0,93.6445,80.414,-13.2305,159.1355,209.002,49.8665,446.9745,455.747,8.7725,442.9965,443.5695,0.57299999999998,0.040001138952164,0.022188239387613,-0.017812899564551
E-add,spearman,12000,soldier,B-A,20,35,ea7e51f55cf799f2826e7f82,a5eeb8db76549e7b7211b44c,2000,1,1,0,10.9765,9.906,-1.0705,14370,16170,1800,12000,12000,0,80.414,36.042,-44.372,209.002,340.19,131.188,455.747,467.178,11.431,443.5695,450.0335,6.464,0.022188239387613,0.014427025355597,-0.007761214032016
E-add,spearman,12000,soldier,B-A,35,50,a5eeb8db76549e7b7211b44c,63b654dd9e9a493589a0bf37,2000,1,1,0,9.906,8.9985,-0.9075,16170,17970,1800,12000,12000,0,36.042,15.1155,-20.9265,340.19,431.148,90.958,467.178,462.8265,-4.3515,450.0335,463.888,13.8545,0.014427025355597,0.013210907067334,-0.001216118288263
E-add,spearman,12000,soldier,B-A,50,100,63b654dd9e9a493589a0bf37,a720012e4b26a8e4f5a50d6b,2000,1,1,0,8.9985,7.227,-1.7715,17970,23970,6000,12000,12000,0,15.1155,1.4135,-13.702,431.148,529.4205,98.2725,462.8265,456.5885,-6.238,463.888,509.832,45.944,0.013210907067334,0.011159991656237,-0.002050915411097
E-add,spearman,12000,spearman,A-B,0,5,62db35f9f62df083f31642e7,3b801c7a5cb5ba4dcd062e29,2000,0,0,0,6.9895,6.938,-0.0515,11970,12570,600,11970,11970,0,84.766,97.541,12.775,83.9585,123.399,39.4405,0.0005,0.031,0.0305,149.592,153.705,4.113,0.049862573099415,0.047414081145585,-0.00244849195383
E-add,spearman,12000,spearman,A-B,5,10,3b801c7a5cb5ba4dcd062e29,35c568725383cbf710117800,2000,0,0,0,6.938,6.6475,-0.2905,12570,13170,600,11970,11970,0,97.541,115.563,18.022,123.399,142.8905,19.4915,0.031,0.054,0.023,153.705,153.8105,0.10549999999998,0.047414081145585,0.042184510250569,-0.005229570895016
E-add,spearman,12000,spearman,A-B,10,20,35c568725383cbf710117800,dd6c8a523eb6c9d53dff08d2,2000,0,0,0,6.6475,7.007,0.3595,13170,14370,1200,11970,11970,0,115.563,159.855,44.292,142.8905,168.7905,25.9,0.054,0.203,0.149,153.8105,161.7825,7.972,0.042184510250569,0.034027835768963,-0.008156674481606
E-add,spearman,12000,spearman,A-B,20,35,dd6c8a523eb6c9d53dff08d2,92b0fe46a8aa19b3ab8219c1,2000,0,0,0,7.007,8.5185,1.5115,14370,16170,1800,11970,11970,0,159.855,226.8265,66.9715,168.7905,221.407,52.6165,0.203,3.2645,3.0615,161.7825,165.96,4.1775,0.034027835768963,0.029679653679654,-0.004348182089309
E-add,spearman,12000,spearman,A-B,35,50,92b0fe46a8aa19b3ab8219c1,9334ac1a245d01c9528a51e7,2000,0,0.1345,0.1345,8.5185,10.2815,1.763,16170,17970,1800,11970,11970,0,226.8265,287.052,60.2255,221.407,283.048,61.641,3.2645,36.9105,33.646,165.96,133.8625,-32.0975,0.029679653679654,0.028356149137451,-0.001323504542203
E-add,spearman,12000,spearman,A-B,50,100,9334ac1a245d01c9528a51e7,a1756e038b5206e02490997f,2000,0.1345,1,0.8655,10.2815,8.9975,-1.284,17970,23970,6000,11970,11970,0,287.052,171.722,-115.33,283.048,458.6355,175.5875,36.9105,92.227,55.3165,133.8625,78.7495,-55.113,0.028356149137451,0.01625719649562,-0.012098952641831
E-add,spearman,12000,spearman,B-A,0,5,62db35f9f62df083f31642e7,3b801c7a5cb5ba4dcd062e29,2000,1,1,0,6.994,6.986,-0.008,11970,12570,600,11970,11970,0,0.0005,40.231,40.2305,149.773,133.4575,-16.3155,85.124,84.9125,-0.2115,83.743,84.182,0.43900000000001,0.04390350877193,0.034396579156722,-0.009506929615208
E-add,spearman,12000,spearman,B-A,5,10,3b801c7a5cb5ba4dcd062e29,35c568725383cbf710117800,2000,1,1,0,6.986,6.9895,0.0034999999999998,12570,13170,600,11970,11970,0,40.231,56.4565,16.2255,133.4575,138.1915,4.734,84.9125,85.5925,0.68000000000001,84.182,83.728,-0.45400000000001,0.034396579156722,0.0258523158694,-0.008544263287322
E-add,spearman,12000,spearman,B-A,10,20,35c568725383cbf710117800,dd6c8a523eb6c9d53dff08d2,2000,1,1,0,6.9895,6.9665,-0.023,13170,14370,1200,11970,11970,0,56.4565,54.859,-1.5975,138.1915,190.2395,52.048,85.5925,89.0155,3.423,83.728,80.774,-2.954,0.0258523158694,0.016853514265832,-0.008998801603568
E-add,spearman,12000,spearman,B-A,20,35,dd6c8a523eb6c9d53dff08d2,92b0fe46a8aa19b3ab8219c1,2000,1,1,0,6.9665,6.7825,-0.184,14370,16170,1800,11970,11970,0,54.859,37.0475,-17.8115,190.2395,276.0915,85.852,89.0155,95.494,6.4785,80.774,74.5245,-6.2495,0.016853514265832,0.012468769325912,-0.00438474493992
E-add,spearman,12000,spearman,B-A,35,50,92b0fe46a8aa19b3ab8219c1,9334ac1a245d01c9528a51e7,2000,1,1,0,6.7825,6.1875,-0.595,16170,17970,1800,11970,11970,0,37.0475,21.0045,-16.043,276.0915,329.1195,53.028,95.494,80.011,-15.483,74.5245,89.8715,15.347,0.012468769325912,0.010813021702838,-0.001655747623074
E-add,spearman,12000,spearman,B-A,50,100,9334ac1a245d01c9528a51e7,a1756e038b5206e02490997f,2000,1,1,0,6.1875,5.68,-0.5075,17970,23970,6000,11970,11970,0,21.0045,6.127,-14.8775,329.1195,405.092,75.9725,80.011,106.263,26.252,89.8715,64.253,-25.6185,0.010813021702838,0.0086912807676262,-0.0021217409352118
E-add,spearman,120000,archer,A-B,0,5,12fb134e3b9e69cb8830ba03,add9016ad194b87e81ad3f46,2000,0,1,1,7,7,0,119980,125980,6000,119980,119980,0,1117.74,962.4205,-155.3195,596.26,1351.5795,755.3195,790.8055,918.9775,128.172,921.065,793.4445,-127.6205,0.050101516919487,0.050059295126211,-4.2221793276002E-5
E-add,spearman,120000,archer,A-B,5,10,add9016ad194b87e81ad3f46,d965798b39291b6f6d30c2a4,2000,1,0,-1,7,3,-4,125980,131980,6000,119980,119980,0,962.4205,1195.744,233.3235,1351.5795,1715.429,363.8495,918.9775,5.133,-913.8445,793.4445,1601.1885,807.744,0.050059295126211,0.049972874677982,-8.6420448228999E-5
E-add,spearman,120000,archer,A-B,10,20,d965798b39291b6f6d30c2a4,31cb8d11a8c90c999555dfc4,2000,0,0,0,3,4,1,131980,143980,12000,119980,119980,0,1195.744,1895.101,699.357,1715.429,1854.8905,139.4615,5.133,142.946,137.813,1601.1885,1532.1765,-69.012,0.049972874677982,0.040829177663564,-0.009143697014418
E-add,spearman,120000,archer,A-B,20,35,31cb8d11a8c90c999555dfc4,24a63d84a373a49d0dee520e,2000,0,1,1,4,5,1,143980,161980,18000,119980,119980,0,1895.101,2271.821,376.72,1854.8905,2750.882,895.9915,142.946,756.0245,613.0785,1532.1765,951.1345,-581.042,0.040829177663564,0.032709161624892,-0.008120016038672
E-add,spearman,120000,archer,A-B,35,50,24a63d84a373a49d0dee520e,cd37d1a8cb94a34fa23a39bc,2000,1,1,0,5,5,0,161980,179980,18000,119980,119980,0,2271.821,1638.409,-633.412,2750.882,4255.1785,1504.2965,756.0245,1124.5165,368.492,951.1345,587.108,-364.0265,0.032709161624892,0.024189604400489,-0.008519557224403
E-add,spearman,120000,archer,A-B,50,100,cd37d1a8cb94a34fa23a39bc,bd1b8e4e975988c31b3253e8,2000,1,1,0,5,4,-1,179980,239980,60000,119980,119980,0,1638.409,372.0775,-1266.3315,4255.1785,7007.8375,2752.659,1124.5165,1137.69,13.1735,587.108,574.835,-12.273,0.024189604400489,0.01606846403867,-0.008121140361819
E-add,spearman,120000,archer,B-A,0,5,12fb134e3b9e69cb8830ba03,add9016ad194b87e81ad3f46,2000,1,1,0,4,4,0,119980,125980,6000,119980,119980,0,0,604.97,604.97,1714,1709.03,-4.97,936.737,1001.2285,64.4915,751.2665,690.3935,-60.873,0.05003821470245,0.050032624226068,-5.5904763819961E-6
E-add,spearman,120000,archer,B-A,5,10,add9016ad194b87e81ad3f46,d965798b39291b6f6d30c2a4,2000,1,0,-1,4,2,-2,125980,131980,6000,119980,119980,0,604.97,1196.8395,591.8695,1709.03,1714.9975,5.9675000000002,1001.2285,81.729,-919.4995,690.3935,1358.974,668.5805,0.050032624226068,0.049999469616609,-3.3154609459005E-5
E-add,spearman,120000,archer,B-A,10,20,d965798b39291b6f6d30c2a4,31cb8d11a8c90c999555dfc4,2000,0,0.9805,0.9805,2,2.9995,0.9995,131980,143980,12000,119980,119980,0,1196.8395,2183.2125,986.373,1714.9975,1766.079,51.0815,81.729,655.2835,573.5545,1358.974,972.931,-386.043,0.049999469616609,0.046261703014308,-0.003737766602301
E-add,spearman,120000,archer,B-A,20,35,31cb8d11a8c90c999555dfc4,24a63d84a373a49d0dee520e,2000,0.9805,1,0.0195,2.9995,3,0.00050000000000017,143980,161980,18000,119980,119980,0,2183.2125,2181.0365,-2.1759999999999,1766.079,2423.1515,657.0725,655.2835,889.003,233.7195,972.931,765.7355,-207.1955,0.046261703014308,0.030723515248796,-0.015538187765512
E-add,spearman,120000,archer,B-A,35,50,24a63d84a373a49d0dee520e,cd37d1a8cb94a34fa23a39bc,2000,1,1,0,3,3,0,161980,179980,18000,119980,119980,0,2181.0365,1902.357,-278.6795,2423.1515,3180.9225,757.771,889.003,1081.6235,192.6205,765.7355,596.5235,-169.212,0.030723515248796,0.023171269029892,-0.007552246218904
